Periodo;Año;Municipio;Tipo;Valor;;;;;;;;;
1/1/2018;2018;Luján;Total de víctimas de homicidios dolosos;8;;;;;;;;;
1/1/2018;2018;Luján;Total de víctimas de lesiones dolosas;84;;;;;;;;;
1/1/2018;2018;Luján;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2018;2018;Luján;Total de víctimas de violaciones;10;;;;;;;;;
1/1/2019;2019;Luján;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2019;2019;Luján;Total de víctimas de lesiones dolosas;124;;;;;;;;;
1/1/2019;2019;Luján;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2019;2019;Luján;Total de víctimas de violaciones;15;;;;;;;;;
1/1/2020;2020;Luján;Total de víctimas de homicidios dolosos;6;;;;;;;;;
1/1/2020;2020;Luján;Total de víctimas de lesiones dolosas;331;;;;;;;;;
1/1/2020;2020;Luján;Total de víctimas de otros delitos contra la integridad sexual;79;;;;;;;;;
1/1/2020;2020;Luján;Total de víctimas de violaciones;28;;;;;;;;;
1/1/2021;2021;Luján;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2021;2021;Luján;Total de víctimas de lesiones dolosas;439;;;;;;;;;
1/1/2021;2021;Luján;Total de víctimas de otros delitos contra la integridad sexual;150;;;;;;;;;
1/1/2021;2021;Luján;Total de víctimas de violaciones;37;;;;;;;;;
1/1/2014;2014;Magdalena;Total de víctimas de homicidios dolosos;5;;;;;;;;;
1/1/2014;2014;Magdalena;Total de víctimas de lesiones dolosas;156;;;;;;;;;
1/1/2014;2014;Magdalena;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Magdalena;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Magdalena;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2015;2015;Magdalena;Total de víctimas de lesiones dolosas;102;;;;;;;;;
1/1/2015;2015;Magdalena;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2015;2015;Magdalena;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Magdalena;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Magdalena;Total de víctimas de lesiones dolosas;53;;;;;;;;;
1/1/2016;2016;Magdalena;Total de víctimas de otros delitos contra la integridad sexual;5;;;;;;;;;
1/1/2016;2016;Magdalena;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2017;2017;Magdalena;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Magdalena;Total de víctimas de lesiones dolosas;69;;;;;;;;;
1/1/2017;2017;Magdalena;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;Magdalena;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2018;2018;Magdalena;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2018;2018;Magdalena;Total de víctimas de lesiones dolosas;33;;;;;;;;;
1/1/2018;2018;Magdalena;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Magdalena;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2019;2019;Magdalena;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Magdalena;Total de víctimas de lesiones dolosas;37;;;;;;;;;
1/1/2019;2019;Magdalena;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2019;2019;Magdalena;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2020;2020;Magdalena;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Magdalena;Total de víctimas de lesiones dolosas;37;;;;;;;;;
1/1/2020;2020;Magdalena;Total de víctimas de otros delitos contra la integridad sexual;6;;;;;;;;;
1/1/2020;2020;Magdalena;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2021;2021;Magdalena;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2021;2021;Magdalena;Total de víctimas de lesiones dolosas;98;;;;;;;;;
1/1/2021;2021;Magdalena;Total de víctimas de otros delitos contra la integridad sexual;6;;;;;;;;;
1/1/2021;2021;Magdalena;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2014;2014;Maipú;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Maipú;Total de víctimas de lesiones dolosas;15;;;;;;;;;
1/1/2014;2014;Maipú;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Maipú;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Maipú;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;Maipú;Total de víctimas de lesiones dolosas;8;;;;;;;;;
1/1/2015;2015;Maipú;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2015;2015;Maipú;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Maipú;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2016;2016;Maipú;Total de víctimas de lesiones dolosas;8;;;;;;;;;
1/1/2016;2016;Maipú;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2016;2016;Maipú;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2017;2017;Maipú;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Maipú;Total de víctimas de lesiones dolosas;6;;;;;;;;;
1/1/2017;2017;Maipú;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2017;2017;Maipú;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2018;2018;Maipú;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Maipú;Total de víctimas de lesiones dolosas;3;;;;;;;;;
1/1/2018;2018;Maipú;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Maipú;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2019;2019;Maipú;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Maipú;Total de víctimas de lesiones dolosas;3;;;;;;;;;
1/1/2019;2019;Maipú;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Maipú;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2020;2020;Maipú;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Maipú;Total de víctimas de lesiones dolosas;16;;;;;;;;;
1/1/2020;2020;Maipú;Total de víctimas de otros delitos contra la integridad sexual;8;;;;;;;;;
1/1/2020;2020;Maipú;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2021;2021;Maipú;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Maipú;Total de víctimas de lesiones dolosas;38;;;;;;;;;
1/1/2021;2021;Maipú;Total de víctimas de otros delitos contra la integridad sexual;9;;;;;;;;;
1/1/2021;2021;Maipú;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2014;2014;Malvinas Argentinas;Total de víctimas de homicidios dolosos;23;;;;;;;;;
1/1/2014;2014;Malvinas Argentinas;Total de víctimas de lesiones dolosas;1403;;;;;;;;;
1/1/2014;2014;Malvinas Argentinas;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Malvinas Argentinas;Total de víctimas de violaciones;11;;;;;;;;;
1/1/2015;2015;Malvinas Argentinas;Total de víctimas de homicidios dolosos;17;;;;;;;;;
1/1/2015;2015;Malvinas Argentinas;Total de víctimas de lesiones dolosas;1374;;;;;;;;;
1/1/2015;2015;Malvinas Argentinas;Total de víctimas de otros delitos contra la integridad sexual;52;;;;;;;;;
1/1/2015;2015;Malvinas Argentinas;Total de víctimas de violaciones;9;;;;;;;;;
1/1/2016;2016;Malvinas Argentinas;Total de víctimas de homicidios dolosos;18;;;;;;;;;
1/1/2016;2016;Malvinas Argentinas;Total de víctimas de lesiones dolosas;732;;;;;;;;;
1/1/2016;2016;Malvinas Argentinas;Total de víctimas de otros delitos contra la integridad sexual;8;;;;;;;;;
1/1/2016;2016;Malvinas Argentinas;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2017;2017;Malvinas Argentinas;Total de víctimas de homicidios dolosos;18;;;;;;;;;
1/1/2017;2017;Malvinas Argentinas;Total de víctimas de lesiones dolosas;672;;;;;;;;;
1/1/2017;2017;Malvinas Argentinas;Total de víctimas de otros delitos contra la integridad sexual;7;;;;;;;;;
1/1/2017;2017;Malvinas Argentinas;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2018;2018;Malvinas Argentinas;Total de víctimas de homicidios dolosos;14;;;;;;;;;
1/1/2018;2018;Malvinas Argentinas;Total de víctimas de lesiones dolosas;737;;;;;;;;;
1/1/2018;2018;Malvinas Argentinas;Total de víctimas de otros delitos contra la integridad sexual;9;;;;;;;;;
1/1/2018;2018;Malvinas Argentinas;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2019;2019;Malvinas Argentinas;Total de víctimas de homicidios dolosos;10;;;;;;;;;
1/1/2019;2019;Malvinas Argentinas;Total de víctimas de lesiones dolosas;580;;;;;;;;;
1/1/2019;2019;Malvinas Argentinas;Total de víctimas de otros delitos contra la integridad sexual;14;;;;;;;;;
1/1/2019;2019;Malvinas Argentinas;Total de víctimas de violaciones;14;;;;;;;;;
1/1/2020;2020;Malvinas Argentinas;Total de víctimas de homicidios dolosos;12;;;;;;;;;
1/1/2020;2020;Malvinas Argentinas;Total de víctimas de lesiones dolosas;867;;;;;;;;;
1/1/2020;2020;Malvinas Argentinas;Total de víctimas de otros delitos contra la integridad sexual;292;;;;;;;;;
1/1/2020;2020;Malvinas Argentinas;Total de víctimas de violaciones;14;;;;;;;;;
1/1/2021;2021;Malvinas Argentinas;Total de víctimas de homicidios dolosos;14;;;;;;;;;
1/1/2021;2021;Malvinas Argentinas;Total de víctimas de lesiones dolosas;1417;;;;;;;;;
1/1/2021;2021;Malvinas Argentinas;Total de víctimas de otros delitos contra la integridad sexual;595;;;;;;;;;
1/1/2021;2021;Malvinas Argentinas;Total de víctimas de violaciones;37;;;;;;;;;
1/1/2014;2014;Mar Chiquita;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2014;2014;Mar Chiquita;Total de víctimas de lesiones dolosas;92;;;;;;;;;
1/1/2014;2014;Mar Chiquita;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Mar Chiquita;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2015;2015;Mar Chiquita;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2015;2015;Mar Chiquita;Total de víctimas de lesiones dolosas;111;;;;;;;;;
1/1/2015;2015;Mar Chiquita;Total de víctimas de otros delitos contra la integridad sexual;9;;;;;;;;;
1/1/2015;2015;Mar Chiquita;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2016;2016;Mar Chiquita;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2016;2016;Mar Chiquita;Total de víctimas de lesiones dolosas;76;;;;;;;;;
1/1/2016;2016;Mar Chiquita;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;Mar Chiquita;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2017;2017;Mar Chiquita;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2017;2017;Mar Chiquita;Total de víctimas de lesiones dolosas;72;;;;;;;;;
1/1/2017;2017;Mar Chiquita;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2017;2017;Mar Chiquita;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2018;2018;Mar Chiquita;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Mar Chiquita;Total de víctimas de lesiones dolosas;76;;;;;;;;;
1/1/2018;2018;Mar Chiquita;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2018;2018;Mar Chiquita;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2019;2019;Mar Chiquita;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Mar Chiquita;Total de víctimas de lesiones dolosas;74;;;;;;;;;
1/1/2019;2019;Mar Chiquita;Total de víctimas de otros delitos contra la integridad sexual;5;;;;;;;;;
1/1/2019;2019;Mar Chiquita;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2020;2020;Mar Chiquita;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Mar Chiquita;Total de víctimas de lesiones dolosas;103;;;;;;;;;
1/1/2020;2020;Mar Chiquita;Total de víctimas de otros delitos contra la integridad sexual;20;;;;;;;;;
1/1/2020;2020;Mar Chiquita;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2021;2021;Mar Chiquita;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2021;2021;Mar Chiquita;Total de víctimas de lesiones dolosas;125;;;;;;;;;
1/1/2021;2021;Mar Chiquita;Total de víctimas de otros delitos contra la integridad sexual;31;;;;;;;;;
1/1/2021;2021;Mar Chiquita;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2014;2014;Marcos Paz;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2014;2014;Marcos Paz;Total de víctimas de lesiones dolosas;139;;;;;;;;;
1/1/2014;2014;Marcos Paz;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Marcos Paz;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2015;2015;Marcos Paz;Total de víctimas de homicidios dolosos;6;;;;;;;;;
1/1/2015;2015;Marcos Paz;Total de víctimas de lesiones dolosas;100;;;;;;;;;
1/1/2015;2015;Marcos Paz;Total de víctimas de otros delitos contra la integridad sexual;7;;;;;;;;;
1/1/2015;2015;Marcos Paz;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2016;2016;Marcos Paz;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2016;2016;Marcos Paz;Total de víctimas de lesiones dolosas;144;;;;;;;;;
1/1/2016;2016;Marcos Paz;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2016;2016;Marcos Paz;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2017;2017;Marcos Paz;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2017;2017;Marcos Paz;Total de víctimas de lesiones dolosas;220;;;;;;;;;
1/1/2017;2017;Marcos Paz;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2017;2017;Marcos Paz;Total de víctimas de violaciones;16;;;;;;;;;
1/1/2018;2018;Marcos Paz;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2018;2018;Marcos Paz;Total de víctimas de lesiones dolosas;181;;;;;;;;;
1/1/2018;2018;Marcos Paz;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2018;2018;Marcos Paz;Total de víctimas de violaciones;7;;;;;;;;;
1/1/2019;2019;Marcos Paz;Total de víctimas de homicidios dolosos;5;;;;;;;;;
1/1/2019;2019;Marcos Paz;Total de víctimas de lesiones dolosas;239;;;;;;;;;
1/1/2019;2019;Marcos Paz;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2019;2019;Marcos Paz;Total de víctimas de violaciones;11;;;;;;;;;
1/1/2020;2020;Marcos Paz;Total de víctimas de homicidios dolosos;5;;;;;;;;;
1/1/2020;2020;Marcos Paz;Total de víctimas de lesiones dolosas;196;;;;;;;;;
1/1/2020;2020;Marcos Paz;Total de víctimas de otros delitos contra la integridad sexual;41;;;;;;;;;
1/1/2020;2020;Marcos Paz;Total de víctimas de violaciones;23;;;;;;;;;
1/1/2021;2021;Marcos Paz;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2021;2021;Marcos Paz;Total de víctimas de lesiones dolosas;234;;;;;;;;;
1/1/2021;2021;Marcos Paz;Total de víctimas de otros delitos contra la integridad sexual;74;;;;;;;;;
1/1/2021;2021;Marcos Paz;Total de víctimas de violaciones;27;;;;;;;;;
1/1/2014;2014;Mercedes;Total de víctimas de homicidios dolosos;6;;;;;;;;;
1/1/2014;2014;Mercedes;Total de víctimas de lesiones dolosas;90;;;;;;;;;
1/1/2014;2014;Mercedes;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Mercedes;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Mercedes;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2015;2015;Mercedes;Total de víctimas de lesiones dolosas;77;;;;;;;;;
1/1/2015;2015;Mercedes;Total de víctimas de otros delitos contra la integridad sexual;20;;;;;;;;;
1/1/2015;2015;Mercedes;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2016;2016;Mercedes;Total de víctimas de homicidios dolosos;4;;;;;;;;;
1/1/2016;2016;Mercedes;Total de víctimas de lesiones dolosas;26;;;;;;;;;
1/1/2016;2016;Mercedes;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2016;2016;Mercedes;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2017;2017;Mercedes;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2017;2017;Mercedes;Total de víctimas de lesiones dolosas;37;;;;;;;;;
1/1/2017;2017;Mercedes;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2017;2017;Mercedes;Total de víctimas de violaciones;8;;;;;;;;;
1/1/2018;2018;Mercedes;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2018;2018;Mercedes;Total de víctimas de lesiones dolosas;22;;;;;;;;;
1/1/2018;2018;Mercedes;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2018;2018;Mercedes;Total de víctimas de violaciones;11;;;;;;;;;
1/1/2019;2019;Mercedes;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2019;2019;Mercedes;Total de víctimas de lesiones dolosas;65;;;;;;;;;
1/1/2019;2019;Mercedes;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2019;2019;Mercedes;Total de víctimas de violaciones;15;;;;;;;;;
1/1/2020;2020;Mercedes;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2020;2020;Mercedes;Total de víctimas de lesiones dolosas;151;;;;;;;;;
1/1/2020;2020;Mercedes;Total de víctimas de otros delitos contra la integridad sexual;52;;;;;;;;;
1/1/2020;2020;Mercedes;Total de víctimas de violaciones;19;;;;;;;;;
1/1/2021;2021;Mercedes;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2021;2021;Mercedes;Total de víctimas de lesiones dolosas;218;;;;;;;;;
1/1/2021;2021;Mercedes;Total de víctimas de otros delitos contra la integridad sexual;69;;;;;;;;;
1/1/2021;2021;Mercedes;Total de víctimas de violaciones;23;;;;;;;;;
1/1/2014;2014;Merlo;Total de víctimas de homicidios dolosos;51;;;;;;;;;
1/1/2014;2014;Merlo;Total de víctimas de lesiones dolosas;1714;;;;;;;;;
1/1/2014;2014;Merlo;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Merlo;Total de víctimas de violaciones;22;;;;;;;;;
1/1/2015;2015;Merlo;Total de víctimas de homicidios dolosos;50;;;;;;;;;
1/1/2015;2015;Merlo;Total de víctimas de lesiones dolosas;1412;;;;;;;;;
1/1/2015;2015;Merlo;Total de víctimas de otros delitos contra la integridad sexual;105;;;;;;;;;
1/1/2015;2015;Merlo;Total de víctimas de violaciones;12;;;;;;;;;
1/1/2016;2016;Merlo;Total de víctimas de homicidios dolosos;53;;;;;;;;;
1/1/2016;2016;Merlo;Total de víctimas de lesiones dolosas;1280;;;;;;;;;
1/1/2016;2016;Merlo;Total de víctimas de otros delitos contra la integridad sexual;46;;;;;;;;;
1/1/2016;2016;Merlo;Total de víctimas de violaciones;38;;;;;;;;;
1/1/2017;2017;Merlo;Total de víctimas de homicidios dolosos;35;;;;;;;;;
1/1/2017;2017;Merlo;Total de víctimas de lesiones dolosas;1412;;;;;;;;;
1/1/2017;2017;Merlo;Total de víctimas de otros delitos contra la integridad sexual;64;;;;;;;;;
1/1/2017;2017;Merlo;Total de víctimas de violaciones;28;;;;;;;;;
1/1/2018;2018;Merlo;Total de víctimas de homicidios dolosos;42;;;;;;;;;
1/1/2018;2018;Merlo;Total de víctimas de lesiones dolosas;1315;;;;;;;;;
1/1/2018;2018;Merlo;Total de víctimas de otros delitos contra la integridad sexual;54;;;;;;;;;
1/1/2018;2018;Merlo;Total de víctimas de violaciones;24;;;;;;;;;
1/1/2019;2019;Merlo;Total de víctimas de homicidios dolosos;35;;;;;;;;;
1/1/2019;2019;Merlo;Total de víctimas de lesiones dolosas;1696;;;;;;;;;
1/1/2019;2019;Merlo;Total de víctimas de otros delitos contra la integridad sexual;105;;;;;;;;;
1/1/2019;2019;Merlo;Total de víctimas de violaciones;55;;;;;;;;;
1/1/2020;2020;Merlo;Total de víctimas de homicidios dolosos;42;;;;;;;;;
1/1/2020;2020;Merlo;Total de víctimas de lesiones dolosas;2216;;;;;;;;;
1/1/2020;2020;Merlo;Total de víctimas de otros delitos contra la integridad sexual;435;;;;;;;;;
1/1/2020;2020;Merlo;Total de víctimas de violaciones;53;;;;;;;;;
1/1/2021;2021;Merlo;Total de víctimas de homicidios dolosos;38;;;;;;;;;
1/1/2021;2021;Merlo;Total de víctimas de lesiones dolosas;2260;;;;;;;;;
1/1/2021;2021;Merlo;Total de víctimas de otros delitos contra la integridad sexual;863;;;;;;;;;
1/1/2021;2021;Merlo;Total de víctimas de violaciones;105;;;;;;;;;
1/1/2014;2014;Monte;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Monte;Total de víctimas de lesiones dolosas;48;;;;;;;;;
1/1/2014;2014;Monte;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Monte;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2015;2015;Monte;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2015;2015;Monte;Total de víctimas de lesiones dolosas;46;;;;;;;;;
1/1/2015;2015;Monte;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2015;2015;Monte;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Monte;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Monte;Total de víctimas de lesiones dolosas;26;;;;;;;;;
1/1/2016;2016;Monte;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;Monte;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2017;2017;Monte;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Monte;Total de víctimas de lesiones dolosas;19;;;;;;;;;
1/1/2017;2017;Monte;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2017;2017;Monte;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2018;2018;Monte;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Monte;Total de víctimas de lesiones dolosas;15;;;;;;;;;
1/1/2018;2018;Monte;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Monte;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2019;2019;Monte;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Monte;Total de víctimas de lesiones dolosas;33;;;;;;;;;
1/1/2019;2019;Monte;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Monte;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2020;2020;Monte;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Monte;Total de víctimas de lesiones dolosas;62;;;;;;;;;
1/1/2020;2020;Monte;Total de víctimas de otros delitos contra la integridad sexual;16;;;;;;;;;
1/1/2020;2020;Monte;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2021;2021;Monte;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2021;2021;Monte;Total de víctimas de lesiones dolosas;65;;;;;;;;;
1/1/2021;2021;Monte;Total de víctimas de otros delitos contra la integridad sexual;47;;;;;;;;;
1/1/2021;2021;Monte;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2014;2014;Monte Hermoso;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Monte Hermoso;Total de víctimas de lesiones dolosas;43;;;;;;;;;
1/1/2014;2014;Monte Hermoso;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Monte Hermoso;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2015;2015;Monte Hermoso;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2015;2015;Monte Hermoso;Total de víctimas de lesiones dolosas;51;;;;;;;;;
1/1/2015;2015;Monte Hermoso;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2015;2015;Monte Hermoso;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Monte Hermoso;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Monte Hermoso;Total de víctimas de lesiones dolosas;32;;;;;;;;;
1/1/2016;2016;Monte Hermoso;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;Monte Hermoso;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2017;2017;Monte Hermoso;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Monte Hermoso;Total de víctimas de lesiones dolosas;46;;;;;;;;;
1/1/2017;2017;Monte Hermoso;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;Monte Hermoso;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2018;2018;Monte Hermoso;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Monte Hermoso;Total de víctimas de lesiones dolosas;34;;;;;;;;;
1/1/2018;2018;Monte Hermoso;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;Monte Hermoso;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2019;2019;Monte Hermoso;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2019;2019;Monte Hermoso;Total de víctimas de lesiones dolosas;37;;;;;;;;;
1/1/2019;2019;Monte Hermoso;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2019;2019;Monte Hermoso;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2020;2020;Monte Hermoso;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Monte Hermoso;Total de víctimas de lesiones dolosas;48;;;;;;;;;
1/1/2020;2020;Monte Hermoso;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2020;2020;Monte Hermoso;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2021;2021;Monte Hermoso;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2021;2021;Monte Hermoso;Total de víctimas de lesiones dolosas;79;;;;;;;;;
1/1/2021;2021;Monte Hermoso;Total de víctimas de otros delitos contra la integridad sexual;13;;;;;;;;;
1/1/2021;2021;Monte Hermoso;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2014;2014;Morón;Total de víctimas de homicidios dolosos;26;;;;;;;;;
1/1/2014;2014;Morón;Total de víctimas de lesiones dolosas;1357;;;;;;;;;
1/1/2014;2014;Morón;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2014;2014;Morón;Total de víctimas de violaciones;6;;;;;;;;;
