barrio,ingresos_totales,anio
VILLA LUGANO,15000,2016
VILLA RIACHUELO,15000,2016
VILLA SOLDATI,15000,2016
VILLA LUGANO,10000,2016
VILLA RIACHUELO,10000,2016
VILLA SOLDATI,10000,2016
VILLA LUGANO,8000,2016
VILLA RIACHUELO,8000,2016
VILLA SOLDATI,8000,2016
FLORESTA,8500,2016
MONTE CASTRO,8500,2016
VELEZ SARSFIELD,8500,2016
VERSALLES,8500,2016
VILLA LURO,8500,2016
VILLA REAL,8500,2016
CABALLITO,9000,2016
CABALLITO,10000,2016
ALMAGRO,20000,2016
BOEDO,20000,2016
ALMAGRO,5000,2016
BOEDO,5000,2016
ALMAGRO,7000,2016
BOEDO,7000,2016
LINIERS,18000,2016
MATADEROS,18000,2016
PARQUE AVELLANEDA,18000,2016
BALVANERA,5200,2016
SAN CRISTOBAL,5200,2016
BALVANERA,10800,2016
SAN CRISTOBAL,10800,2016
BALVANERA,6200,2016
SAN CRISTOBAL,6200,2016
BALVANERA,5000,2016
SAN CRISTOBAL,5000,2016
AGRONOMIA,28000,2016
CHACARITA,28000,2016
PARQUE CHAS,28000,2016
PATERNAL,28000,2016
VILLA CRESPO,28000,2016
VILLA ORTUZAR,28000,2016
AGRONOMIA,0,2016
CHACARITA,0,2016
PARQUE CHAS,0,2016
PATERNAL,0,2016
VILLA CRESPO,0,2016
VILLA ORTUZAR,0,2016
AGRONOMIA,4000,2016
CHACARITA,4000,2016
PARQUE CHAS,4000,2016
PATERNAL,4000,2016
VILLA CRESPO,4000,2016
VILLA ORTUZAR,4000,2016
AGRONOMIA,0,2016
CHACARITA,0,2016
PARQUE CHAS,0,2016
PATERNAL,0,2016
VILLA CRESPO,0,2016
VILLA ORTUZAR,0,2016
ALMAGRO,12500,2016
BOEDO,12500,2016
ALMAGRO,12000,2016
BOEDO,12000,2016
ALMAGRO,0,2016
BOEDO,0,2016
BELGRANO,8700,2016
COLEGIALES,8700,2016
NUÑEZ,8700,2016
BELGRANO,17000,2016
COLEGIALES,17000,2016
NUÑEZ,17000,2016
BELGRANO,25000,2016
COLEGIALES,25000,2016
NUÑEZ,25000,2016
LINIERS,10000,2016
MATADEROS,10000,2016
PARQUE AVELLANEDA,10000,2016
LINIERS,54000,2016
MATADEROS,54000,2016
PARQUE AVELLANEDA,54000,2016
CONSTITUCION,31000,2016
MONSERRAT,31000,2016
PUERTO MADERO,31000,2016
RETIRO,31000,2016
SAN NICOLAS,31000,2016
SAN TELMO,31000,2016
CONSTITUCION,17000,2016
MONSERRAT,17000,2016
PUERTO MADERO,17000,2016
RETIRO,17000,2016
SAN NICOLAS,17000,2016
SAN TELMO,17000,2016
CONSTITUCION,12000,2016
MONSERRAT,12000,2016
PUERTO MADERO,12000,2016
RETIRO,12000,2016
SAN NICOLAS,12000,2016
SAN TELMO,12000,2016
ALMAGRO,15000,2016
BOEDO,15000,2016
ALMAGRO,18000,2016
BOEDO,18000,2016
ALMAGRO,0,2016
BOEDO,0,2016
CONSTITUCION,15000,2016
MONSERRAT,15000,2016
PUERTO MADERO,15000,2016
RETIRO,15000,2016
SAN NICOLAS,15000,2016
SAN TELMO,15000,2016
CONSTITUCION,20000,2016
MONSERRAT,20000,2016
PUERTO MADERO,20000,2016
RETIRO,20000,2016
SAN NICOLAS,20000,2016
SAN TELMO,20000,2016
CABALLITO,7000,2016
LINIERS,24600,2016
MATADEROS,24600,2016
PARQUE AVELLANEDA,24600,2016
LINIERS,15000,2016
MATADEROS,15000,2016
PARQUE AVELLANEDA,15000,2016
LINIERS,0,2016
MATADEROS,0,2016
PARQUE AVELLANEDA,0,2016
LINIERS,30000,2016
MATADEROS,30000,2016
PARQUE AVELLANEDA,30000,2016
BARRACAS,18000,2016
BOCA,18000,2016
NUEVA POMPEYA,18000,2016
PARQUE PATRICIOS,18000,2016
BARRACAS,15000,2016
BOCA,15000,2016
NUEVA POMPEYA,15000,2016
PARQUE PATRICIOS,15000,2016
BARRACAS,15000,2016
BOCA,15000,2016
NUEVA POMPEYA,15000,2016
PARQUE PATRICIOS,15000,2016
PALERMO,125000,2016
PALERMO,40000,2016
PALERMO,20000,2016
CABALLITO,33000,2016
CONSTITUCION,8013,2016
MONSERRAT,8013,2016
PUERTO MADERO,8013,2016
RETIRO,8013,2016
SAN NICOLAS,8013,2016
SAN TELMO,8013,2016
BALVANERA,35000,2016
SAN CRISTOBAL,35000,2016
BALVANERA,5400,2016
SAN CRISTOBAL,5400,2016
BALVANERA,24000,2016
SAN CRISTOBAL,24000,2016
BALVANERA,13000,2016
SAN CRISTOBAL,13000,2016
LINIERS,11000,2016
MATADEROS,11000,2016
PARQUE AVELLANEDA,11000,2016
LINIERS,0,2016
MATADEROS,0,2016
PARQUE AVELLANEDA,0,2016
LINIERS,16000,2016
MATADEROS,16000,2016
PARQUE AVELLANEDA,16000,2016
LINIERS,8000,2016
MATADEROS,8000,2016
PARQUE AVELLANEDA,8000,2016
RECOLETA,80000,2016
RECOLETA,12000,2016
RECOLETA,0,2016
FLORES,40000,2016
PARQUE CHACABUCO,40000,2016
FLORES,30000,2016
PARQUE CHACABUCO,30000,2016
CABALLITO,27000,2016
CABALLITO,5200,2016
CABALLITO,20000,2016
CABALLITO,10000,2016
VILLA LUGANO,18000,2016
VILLA RIACHUELO,18000,2016
VILLA SOLDATI,18000,2016
VILLA LUGANO,12000,2016
VILLA RIACHUELO,12000,2016
VILLA SOLDATI,12000,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
AGRONOMIA,30000,2016
CHACARITA,30000,2016
PARQUE CHAS,30000,2016
PATERNAL,30000,2016
VILLA CRESPO,30000,2016
VILLA ORTUZAR,30000,2016
PALERMO,15000,2016
RECOLETA,39000,2016
AGRONOMIA,40000,2016
CHACARITA,40000,2016
PARQUE CHAS,40000,2016
PATERNAL,40000,2016
VILLA CRESPO,40000,2016
VILLA ORTUZAR,40000,2016
AGRONOMIA,0,2016
CHACARITA,0,2016
PARQUE CHAS,0,2016
PATERNAL,0,2016
VILLA CRESPO,0,2016
VILLA ORTUZAR,0,2016
AGRONOMIA,0,2016
CHACARITA,0,2016
PARQUE CHAS,0,2016
PATERNAL,0,2016
VILLA CRESPO,0,2016
VILLA ORTUZAR,0,2016
AGRONOMIA,0,2016
CHACARITA,0,2016
PARQUE CHAS,0,2016
PATERNAL,0,2016
VILLA CRESPO,0,2016
VILLA ORTUZAR,0,2016
AGRONOMIA,0,2016
CHACARITA,0,2016
PARQUE CHAS,0,2016
PATERNAL,0,2016
VILLA CRESPO,0,2016
VILLA ORTUZAR,0,2016
BARRACAS,13500,2016
BOCA,13500,2016
NUEVA POMPEYA,13500,2016
PARQUE PATRICIOS,13500,2016
BARRACAS,11000,2016
BOCA,11000,2016
NUEVA POMPEYA,11000,2016
PARQUE PATRICIOS,11000,2016
FLORES,19000,2016
PARQUE CHACABUCO,19000,2016
FLORES,20000,2016
PARQUE CHACABUCO,20000,2016
FLORES,3000,2016
PARQUE CHACABUCO,3000,2016
FLORES,16000,2016
PARQUE CHACABUCO,16000,2016
CONSTITUCION,40000,2016
MONSERRAT,40000,2016
PUERTO MADERO,40000,2016
RETIRO,40000,2016
SAN NICOLAS,40000,2016
SAN TELMO,40000,2016
CONSTITUCION,45000,2016
MONSERRAT,45000,2016
PUERTO MADERO,45000,2016
RETIRO,45000,2016
SAN NICOLAS,45000,2016
SAN TELMO,45000,2016
BALVANERA,29500,2016
SAN CRISTOBAL,29500,2016
BALVANERA,10000,2016
SAN CRISTOBAL,10000,2016
BALVANERA,7000,2016
SAN CRISTOBAL,7000,2016
PALERMO,20000,2016
RECOLETA,13000,2016
RECOLETA,100000,2016
ALMAGRO,42000,2016
BOEDO,42000,2016
AGRONOMIA,25000,2016
CHACARITA,25000,2016
PARQUE CHAS,25000,2016
PATERNAL,25000,2016
VILLA CRESPO,25000,2016
VILLA ORTUZAR,25000,2016
AGRONOMIA,18000,2016
CHACARITA,18000,2016
PARQUE CHAS,18000,2016
PATERNAL,18000,2016
VILLA CRESPO,18000,2016
VILLA ORTUZAR,18000,2016
AGRONOMIA,0,2016
CHACARITA,0,2016
PARQUE CHAS,0,2016
PATERNAL,0,2016
VILLA CRESPO,0,2016
VILLA ORTUZAR,0,2016
PALERMO,50000,2016
PALERMO,16000,2016
PALERMO,0,2016
VILLA LUGANO,1877,2016
VILLA RIACHUELO,1877,2016
VILLA SOLDATI,1877,2016
VILLA LUGANO,7000,2016
VILLA RIACHUELO,7000,2016
VILLA SOLDATI,7000,2016
VILLA LUGANO,480,2016
VILLA RIACHUELO,480,2016
VILLA SOLDATI,480,2016
CONSTITUCION,9300,2016
MONSERRAT,9300,2016
PUERTO MADERO,9300,2016
RETIRO,9300,2016
SAN NICOLAS,9300,2016
SAN TELMO,9300,2016
CONSTITUCION,500,2016
MONSERRAT,500,2016
PUERTO MADERO,500,2016
RETIRO,500,2016
SAN NICOLAS,500,2016
SAN TELMO,500,2016
CONSTITUCION,8800,2016
MONSERRAT,8800,2016
PUERTO MADERO,8800,2016
RETIRO,8800,2016
SAN NICOLAS,8800,2016
SAN TELMO,8800,2016
CONSTITUCION,6000,2016
MONSERRAT,6000,2016
PUERTO MADERO,6000,2016
RETIRO,6000,2016
SAN NICOLAS,6000,2016
SAN TELMO,6000,2016
CONSTITUCION,4000,2016
MONSERRAT,4000,2016
PUERTO MADERO,4000,2016
RETIRO,4000,2016
SAN NICOLAS,4000,2016
SAN TELMO,4000,2016
CONSTITUCION,0,2016
MONSERRAT,0,2016
PUERTO MADERO,0,2016
RETIRO,0,2016
SAN NICOLAS,0,2016
SAN TELMO,0,2016
CONSTITUCION,0,2016
MONSERRAT,0,2016
PUERTO MADERO,0,2016
RETIRO,0,2016
SAN NICOLAS,0,2016
SAN TELMO,0,2016
LINIERS,0,2016
MATADEROS,0,2016
PARQUE AVELLANEDA,0,2016
CONSTITUCION,20000,2016
MONSERRAT,20000,2016
PUERTO MADERO,20000,2016
RETIRO,20000,2016
SAN NICOLAS,20000,2016
SAN TELMO,20000,2016
CONSTITUCION,15000,2016
MONSERRAT,15000,2016
PUERTO MADERO,15000,2016
RETIRO,15000,2016
SAN NICOLAS,15000,2016
SAN TELMO,15000,2016
CONSTITUCION,5500,2016
MONSERRAT,5500,2016
PUERTO MADERO,5500,2016
RETIRO,5500,2016
SAN NICOLAS,5500,2016
SAN TELMO,5500,2016
AGRONOMIA,8000,2016
CHACARITA,8000,2016
PARQUE CHAS,8000,2016
PATERNAL,8000,2016
VILLA CRESPO,8000,2016
VILLA ORTUZAR,8000,2016
AGRONOMIA,7000,2016
CHACARITA,7000,2016
PARQUE CHAS,7000,2016
PATERNAL,7000,2016
VILLA CRESPO,7000,2016
VILLA ORTUZAR,7000,2016
LINIERS,0,2016
MATADEROS,0,2016
PARQUE AVELLANEDA,0,2016
LINIERS,2400,2016
MATADEROS,2400,2016
PARQUE AVELLANEDA,2400,2016
LINIERS,15000,2016
MATADEROS,15000,2016
PARQUE AVELLANEDA,15000,2016
LINIERS,0,2016
MATADEROS,0,2016
PARQUE AVELLANEDA,0,2016
LINIERS,0,2016
MATADEROS,0,2016
PARQUE AVELLANEDA,0,2016
PALERMO,22000,2016
PALERMO,2640,2016
PALERMO,0,2016
COGHLAN,8000,2016
SAAVEDRA,8000,2016
VILLA PUEYRREDON,8000,2016
VILLA URQUIZA,8000,2016
COGHLAN,3500,2016
SAAVEDRA,3500,2016
VILLA PUEYRREDON,3500,2016
VILLA URQUIZA,3500,2016
COGHLAN,1680,2016
SAAVEDRA,1680,2016
VILLA PUEYRREDON,1680,2016
VILLA URQUIZA,1680,2016
COGHLAN,6000,2016
SAAVEDRA,6000,2016
VILLA PUEYRREDON,6000,2016
VILLA URQUIZA,6000,2016
COGHLAN,0,2016
SAAVEDRA,0,2016
VILLA PUEYRREDON,0,2016
VILLA URQUIZA,0,2016
COGHLAN,0,2016
SAAVEDRA,0,2016
VILLA PUEYRREDON,0,2016
VILLA URQUIZA,0,2016
VILLA LUGANO,9600,2016
VILLA RIACHUELO,9600,2016
VILLA SOLDATI,9600,2016
VILLA LUGANO,800,2016
VILLA RIACHUELO,800,2016
VILLA SOLDATI,800,2016
BELGRANO,13000,2016
COLEGIALES,13000,2016
NUÑEZ,13000,2016
BELGRANO,4800,2016
COLEGIALES,4800,2016
NUÑEZ,4800,2016
VILLA DEL PARQUE,15000,2016
VILLA DEVOTO,15000,2016
VILLA GRAL. MITRE,15000,2016
VILLA SANTA RITA,15000,2016
VILLA DEL PARQUE,0,2016
VILLA DEVOTO,0,2016
VILLA GRAL. MITRE,0,2016
VILLA SANTA RITA,0,2016
VILLA DEL PARQUE,5000,2016
VILLA DEVOTO,5000,2016
VILLA GRAL. MITRE,5000,2016
VILLA SANTA RITA,5000,2016
RECOLETA,8000,2016
VILLA LUGANO,18000,2016
VILLA RIACHUELO,18000,2016
VILLA SOLDATI,18000,2016
VILLA LUGANO,19500,2016
VILLA RIACHUELO,19500,2016
VILLA SOLDATI,19500,2016
VILLA LUGANO,1000,2016
VILLA RIACHUELO,1000,2016
VILLA SOLDATI,1000,2016
VILLA LUGANO,4500,2016
VILLA RIACHUELO,4500,2016
VILLA SOLDATI,4500,2016
VILLA LUGANO,13000,2016
VILLA RIACHUELO,13000,2016
VILLA SOLDATI,13000,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
LINIERS,0,2016
MATADEROS,0,2016
PARQUE AVELLANEDA,0,2016
VILLA LUGANO,7000,2016
VILLA RIACHUELO,7000,2016
VILLA SOLDATI,7000,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
BALVANERA,12000,2016
SAN CRISTOBAL,12000,2016
BALVANERA,18000,2016
SAN CRISTOBAL,18000,2016
BALVANERA,30000,2016
SAN CRISTOBAL,30000,2016
BALVANERA,0,2016
SAN CRISTOBAL,0,2016
CONSTITUCION,20000,2016
MONSERRAT,20000,2016
PUERTO MADERO,20000,2016
RETIRO,20000,2016
SAN NICOLAS,20000,2016
SAN TELMO,20000,2016
ALMAGRO,17000,2016
BOEDO,17000,2016
ALMAGRO,0,2016
BOEDO,0,2016
FLORESTA,9300,2016
MONTE CASTRO,9300,2016
VELEZ SARSFIELD,9300,2016
VERSALLES,9300,2016
VILLA LURO,9300,2016
VILLA REAL,9300,2016
FLORESTA,0,2016
MONTE CASTRO,0,2016
VELEZ SARSFIELD,0,2016
VERSALLES,0,2016
VILLA LURO,0,2016
VILLA REAL,0,2016
BARRACAS,10000,2016
BOCA,10000,2016
NUEVA POMPEYA,10000,2016
PARQUE PATRICIOS,10000,2016
BARRACAS,10000,2016
BOCA,10000,2016
NUEVA POMPEYA,10000,2016
PARQUE PATRICIOS,10000,2016
BARRACAS,12000,2016
BOCA,12000,2016
NUEVA POMPEYA,12000,2016
PARQUE PATRICIOS,12000,2016
RECOLETA,14000,2016
RECOLETA,9000,2016
COGHLAN,10610,2016
SAAVEDRA,10610,2016
VILLA PUEYRREDON,10610,2016
VILLA URQUIZA,10610,2016
COGHLAN,20000,2016
SAAVEDRA,20000,2016
VILLA PUEYRREDON,20000,2016
VILLA URQUIZA,20000,2016
CONSTITUCION,7000,2016
MONSERRAT,7000,2016
PUERTO MADERO,7000,2016
RETIRO,7000,2016
SAN NICOLAS,7000,2016
SAN TELMO,7000,2016
CONSTITUCION,16000,2016
MONSERRAT,16000,2016
PUERTO MADERO,16000,2016
RETIRO,16000,2016
SAN NICOLAS,16000,2016
SAN TELMO,16000,2016
CONSTITUCION,0,2016
MONSERRAT,0,2016
PUERTO MADERO,0,2016
RETIRO,0,2016
SAN NICOLAS,0,2016
SAN TELMO,0,2016
FLORES,10500,2016
PARQUE CHACABUCO,10500,2016
FLORES,0,2016
PARQUE CHACABUCO,0,2016
FLORES,0,2016
PARQUE CHACABUCO,0,2016
FLORES,5500,2016
PARQUE CHACABUCO,5500,2016
FLORES,6000,2016
PARQUE CHACABUCO,6000,2016
FLORES,8500,2016
PARQUE CHACABUCO,8500,2016
FLORES,0,2016
PARQUE CHACABUCO,0,2016
BARRACAS,2200,2016
BOCA,2200,2016
NUEVA POMPEYA,2200,2016
PARQUE PATRICIOS,2200,2016
BARRACAS,0,2016
BOCA,0,2016
NUEVA POMPEYA,0,2016
PARQUE PATRICIOS,0,2016
BALVANERA,18000,2016
SAN CRISTOBAL,18000,2016
BALVANERA,14000,2016
SAN CRISTOBAL,14000,2016
BALVANERA,12000,2016
SAN CRISTOBAL,12000,2016
BALVANERA,0,2016
SAN CRISTOBAL,0,2016
CABALLITO,9400,2016
CABALLITO,0,2016
BARRACAS,5300,2016
BOCA,5300,2016
NUEVA POMPEYA,5300,2016
PARQUE PATRICIOS,5300,2016
BARRACAS,12000,2016
BOCA,12000,2016
NUEVA POMPEYA,12000,2016
PARQUE PATRICIOS,12000,2016
BARRACAS,0,2016
BOCA,0,2016
NUEVA POMPEYA,0,2016
PARQUE PATRICIOS,0,2016
FLORES,29660,2016
PARQUE CHACABUCO,29660,2016
FLORES,13000,2016
PARQUE CHACABUCO,13000,2016
BALVANERA,12000,2016
SAN CRISTOBAL,12000,2016
BARRACAS,11200,2016
BOCA,11200,2016
NUEVA POMPEYA,11200,2016
PARQUE PATRICIOS,11200,2016
BARRACAS,11000,2016
BOCA,11000,2016
NUEVA POMPEYA,11000,2016
PARQUE PATRICIOS,11000,2016
BARRACAS,0,2016
BOCA,0,2016
NUEVA POMPEYA,0,2016
PARQUE PATRICIOS,0,2016
BARRACAS,0,2016
BOCA,0,2016
NUEVA POMPEYA,0,2016
PARQUE PATRICIOS,0,2016
BARRACAS,11200,2016
BOCA,11200,2016
NUEVA POMPEYA,11200,2016
PARQUE PATRICIOS,11200,2016
PALERMO,29000,2016
PALERMO,0,2016
PALERMO,8000,2016
COGHLAN,20000,2016
SAAVEDRA,20000,2016
VILLA PUEYRREDON,20000,2016
VILLA URQUIZA,20000,2016
COGHLAN,5200,2016
SAAVEDRA,5200,2016
VILLA PUEYRREDON,5200,2016
VILLA URQUIZA,5200,2016
BARRACAS,15000,2016
BOCA,15000,2016
NUEVA POMPEYA,15000,2016
PARQUE PATRICIOS,15000,2016
BARRACAS,0,2016
BOCA,0,2016
NUEVA POMPEYA,0,2016
PARQUE PATRICIOS,0,2016
BARRACAS,18000,2016
BOCA,18000,2016
NUEVA POMPEYA,18000,2016
PARQUE PATRICIOS,18000,2016
VILLA LUGANO,15000,2016
VILLA RIACHUELO,15000,2016
VILLA SOLDATI,15000,2016
BELGRANO,7000,2016
COLEGIALES,7000,2016
NUÑEZ,7000,2016
BELGRANO,0,2016
COLEGIALES,0,2016
NUÑEZ,0,2016
BELGRANO,0,2016
COLEGIALES,0,2016
NUÑEZ,0,2016
VILLA LUGANO,10000,2016
VILLA RIACHUELO,10000,2016
VILLA SOLDATI,10000,2016
VILLA LUGANO,8700,2016
VILLA RIACHUELO,8700,2016
VILLA SOLDATI,8700,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
VILLA LUGANO,700,2016
VILLA RIACHUELO,700,2016
VILLA SOLDATI,700,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
LINIERS,3000,2016
MATADEROS,3000,2016
PARQUE AVELLANEDA,3000,2016
LINIERS,12000,2016
MATADEROS,12000,2016
PARQUE AVELLANEDA,12000,2016
BARRACAS,15000,2016
BOCA,15000,2016
NUEVA POMPEYA,15000,2016
PARQUE PATRICIOS,15000,2016
BARRACAS,17000,2016
BOCA,17000,2016
NUEVA POMPEYA,17000,2016
PARQUE PATRICIOS,17000,2016
BARRACAS,10000,2016
BOCA,10000,2016
NUEVA POMPEYA,10000,2016
PARQUE PATRICIOS,10000,2016
CABALLITO,0,2016
CABALLITO,5000,2016
BALVANERA,33000,2016
SAN CRISTOBAL,33000,2016
BALVANERA,17000,2016
SAN CRISTOBAL,17000,2016
ALMAGRO,0,2016
BOEDO,0,2016
PALERMO,28000,2016
PALERMO,8000,2016
PALERMO,0,2016
RECOLETA,18000,2016
RECOLETA,12000,2016
BARRACAS,6500,2016
BOCA,6500,2016
NUEVA POMPEYA,6500,2016
PARQUE PATRICIOS,6500,2016
BARRACAS,3000,2016
BOCA,3000,2016
NUEVA POMPEYA,3000,2016
PARQUE PATRICIOS,3000,2016
BARRACAS,0,2016
BOCA,0,2016
NUEVA POMPEYA,0,2016
PARQUE PATRICIOS,0,2016
BARRACAS,0,2016
BOCA,0,2016
NUEVA POMPEYA,0,2016
PARQUE PATRICIOS,0,2016
CABALLITO,21600,2016
CABALLITO,15000,2016
AGRONOMIA,1400,2016
CHACARITA,1400,2016
PARQUE CHAS,1400,2016
PATERNAL,1400,2016
VILLA CRESPO,1400,2016
VILLA ORTUZAR,1400,2016
AGRONOMIA,500,2016
CHACARITA,500,2016
PARQUE CHAS,500,2016
PATERNAL,500,2016
VILLA CRESPO,500,2016
VILLA ORTUZAR,500,2016
AGRONOMIA,1000,2016
CHACARITA,1000,2016
PARQUE CHAS,1000,2016
PATERNAL,1000,2016
VILLA CRESPO,1000,2016
VILLA ORTUZAR,1000,2016
CABALLITO,17000,2016
CABALLITO,11000,2016
FLORES,10000,2016
PARQUE CHACABUCO,10000,2016
FLORES,0,2016
PARQUE CHACABUCO,0,2016
FLORES,0,2016
PARQUE CHACABUCO,0,2016
COGHLAN,0,2016
SAAVEDRA,0,2016
VILLA PUEYRREDON,0,2016
VILLA URQUIZA,0,2016
BALVANERA,12000,2016
SAN CRISTOBAL,12000,2016
BALVANERA,17000,2016
SAN CRISTOBAL,17000,2016
BALVANERA,5200,2016
SAN CRISTOBAL,5200,2016
LINIERS,6000,2016
MATADEROS,6000,2016
PARQUE AVELLANEDA,6000,2016
LINIERS,0,2016
MATADEROS,0,2016
PARQUE AVELLANEDA,0,2016
LINIERS,10000,2016
MATADEROS,10000,2016
PARQUE AVELLANEDA,10000,2016
LINIERS,5500,2016
MATADEROS,5500,2016
PARQUE AVELLANEDA,5500,2016
VILLA LUGANO,13000,2016
VILLA RIACHUELO,13000,2016
VILLA SOLDATI,13000,2016
VILLA LUGANO,13000,2016
VILLA RIACHUELO,13000,2016
VILLA SOLDATI,13000,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
VILLA LUGANO,4500,2016
VILLA RIACHUELO,4500,2016
VILLA SOLDATI,4500,2016
VILLA LUGANO,2400,2016
VILLA RIACHUELO,2400,2016
VILLA SOLDATI,2400,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
BARRACAS,15000,2016
BOCA,15000,2016
NUEVA POMPEYA,15000,2016
PARQUE PATRICIOS,15000,2016
BARRACAS,14000,2016
BOCA,14000,2016
NUEVA POMPEYA,14000,2016
PARQUE PATRICIOS,14000,2016
CABALLITO,10000,2016
CONSTITUCION,10000,2016
MONSERRAT,10000,2016
PUERTO MADERO,10000,2016
RETIRO,10000,2016
SAN NICOLAS,10000,2016
SAN TELMO,10000,2016
CONSTITUCION,3650,2016
MONSERRAT,3650,2016
PUERTO MADERO,3650,2016
RETIRO,3650,2016
SAN NICOLAS,3650,2016
SAN TELMO,3650,2016
BALVANERA,11900,2016
SAN CRISTOBAL,11900,2016
BALVANERA,0,2016
SAN CRISTOBAL,0,2016
VILLA LUGANO,10500,2016
VILLA RIACHUELO,10500,2016
VILLA SOLDATI,10500,2016
RECOLETA,10000,2016
RECOLETA,0,2016
RECOLETA,36500,2016
RECOLETA,28400,2016
VILLA DEL PARQUE,0,2016
VILLA DEVOTO,0,2016
VILLA GRAL. MITRE,0,2016
VILLA SANTA RITA,0,2016
VILLA DEL PARQUE,10000,2016
VILLA DEVOTO,10000,2016
VILLA GRAL. MITRE,10000,2016
VILLA SANTA RITA,10000,2016
VILLA DEL PARQUE,0,2016
VILLA DEVOTO,0,2016
VILLA GRAL. MITRE,0,2016
VILLA SANTA RITA,0,2016
VILLA DEL PARQUE,0,2016
VILLA DEVOTO,0,2016
VILLA GRAL. MITRE,0,2016
VILLA SANTA RITA,0,2016
LINIERS,3700,2016
MATADEROS,3700,2016
PARQUE AVELLANEDA,3700,2016
BELGRANO,18000,2016
COLEGIALES,18000,2016
NUÑEZ,18000,2016
BARRACAS,7500,2016
BOCA,7500,2016
NUEVA POMPEYA,7500,2016
PARQUE PATRICIOS,7500,2016
BARRACAS,15600,2016
BOCA,15600,2016
NUEVA POMPEYA,15600,2016
PARQUE PATRICIOS,15600,2016
BALVANERA,7000,2016
SAN CRISTOBAL,7000,2016
BALVANERA,10000,2016
SAN CRISTOBAL,10000,2016
COGHLAN,5400,2016
SAAVEDRA,5400,2016
VILLA PUEYRREDON,5400,2016
VILLA URQUIZA,5400,2016
COGHLAN,0,2016
SAAVEDRA,0,2016
VILLA PUEYRREDON,0,2016
VILLA URQUIZA,0,2016
VILLA LUGANO,26000,2016
VILLA RIACHUELO,26000,2016
VILLA SOLDATI,26000,2016
VILLA LUGANO,2000,2016
VILLA RIACHUELO,2000,2016
VILLA SOLDATI,2000,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
PALERMO,4000,2016
PALERMO,4000,2016
BALVANERA,10000,2016
SAN CRISTOBAL,10000,2016
CABALLITO,20000,2016
CABALLITO,0,2016
CABALLITO,0,2016
CABALLITO,9400,2016
CONSTITUCION,34000,2016
MONSERRAT,34000,2016
PUERTO MADERO,34000,2016
RETIRO,34000,2016
SAN NICOLAS,34000,2016
SAN TELMO,34000,2016
VILLA LUGANO,11000,2016
VILLA RIACHUELO,11000,2016
VILLA SOLDATI,11000,2016
VILLA LUGANO,0,2016
VILLA RIACHUELO,0,2016
VILLA SOLDATI,0,2016
VILLA LUGANO,3200,2016
VILLA RIACHUELO,3200,2016
VILLA SOLDATI,3200,2016
FLORESTA,4900,2016
MONTE CASTRO,4900,2016
VELEZ SARSFIELD,4900,2016
VERSALLES,4900,2016
VILLA LURO,4900,2016
VILLA REAL,4900,2016
FLORESTA,10000,2016
MONTE CASTRO,10000,2016
VELEZ SARSFIELD,10000,2016
VERSALLES,10000,2016
VILLA LURO,10000,2016
VILLA REAL,10000,2016
FLORESTA,8000,2016
MONTE CASTRO,8000,2016
VELEZ SARSFIELD,8000,2016
VERSALLES,8000,2016
VILLA LURO,8000,2016
VILLA REAL,8000,2016
CABALLITO,9000,2016
CABALLITO,0,2016
COGHLAN,25000,2016
SAAVEDRA,25000,2016
VILLA PUEYRREDON,25000,2016
VILLA URQUIZA,25000,2016
COGHLAN,5500,2016
SAAVEDRA,5500,2016
VILLA PUEYRREDON,5500,2016
VILLA URQUIZA,5500,2016
AGRONOMIA,25800,2016
CHACARITA,25800,2016
PARQUE CHAS,25800,2016
PATERNAL,25800,2016
VILLA CRESPO,25800,2016
VILLA ORTUZAR,25800,2016
AGRONOMIA,20000,2016
CHACARITA,20000,2016
PARQUE CHAS,20000,2016
PATERNAL,20000,2016
VILLA CRESPO,20000,2016
VILLA ORTUZAR,20000,2016
AGRONOMIA,15000,2016
CHACARITA,15000,2016
PARQUE CHAS,15000,2016
PATERNAL,15000,2016
VILLA CRESPO,15000,2016
VILLA ORTUZAR,15000,2016
AGRONOMIA,15000,2016
