nombre_est,barrio
Inst. de La Salle,BALVANERA
Inst. Privado Madre Deus,BALVANERA
Inst. Superior de Educación para la Salud y el Derecho,BALVANERA
Inst. Privado Escuela Cangallo,BALVANERA
Escuela de Periodismo Deportivo,SAN NICOLAS
Escuela Taller Imagen y Sonido,BALVANERA
Inst. Jesús María,RETIRO
Colegio Secundario Santo Tomás de Aquino,BALVANERA
Inst. Daguerre,RECOLETA
Escuela de Fotografía Creativa,RECOLETA
Jardín Materno Infantil Colegio de Abogados,SAN NICOLAS
La Pata Cata,SAN NICOLAS
Escuela Infantil La Pata Cata,SAN NICOLAS
Inst. de Capacitación Inmobiliaria,SAN NICOLAS
Inst. Privado de Capacitación Profesional,SAN NICOLAS
Inst. Argentino de Gastronomía,RECOLETA
Inst. Libre de Segunda Enseñanza,SAN NICOLAS
Esc. Primaria Común N° 04 Amadeo Jacques,PALERMO
Jardín de Infantes Nucleado A (EPCjs 04/02°),PALERMO
Jardín de Los Robles,RECOLETA
Inst. Privado Fundación Bank Boston,RECOLETA
Inst. Profesional de Ciencias de la Comercialización,BALVANERA
Esc. de Formación y Capacitación Profesional,CONSTITUCION
Centro de Estudios Organizacionales,BALVANERA
Colegio Tarbut,NUÑEZ
Inst. Argentino de Consultores Psicológicos,RECOLETA
Escuela Argentina Modelo,RECOLETA
Centro Argentino de Educación Permanente CAEP,RECOLETA
Inst. De Formación Superior Yuguets,RECOLETA
Inst. de Educación Superior Toratenu,BALVANERA
Inst. Toratenu,BALVANERA
Integral - Taller de Arquitectura,PALERMO
Inst. González Pecotche,PALERMO
Inst. Holos,VILLA CRESPO
Inst. Casa de Jesús,ALMAGRO
Inst. Tierra Santa,ALMAGRO
Inst. Superior Mitre,ALMAGRO
Colegio Nuevo Guido Spano,RECOLETA
Inst. Vocacional Argentino,RECOLETA
Inst. Edmundo de Amicis,RECOLETA
Inst. Mercedes Pacheco,RECOLETA
Esc. Primaria p/Adultos N° 06 French y Beruti,RETIRO
Inst. Privado Arcángel San Miguel,BALVANERA
Escuela Infantil El Oso Clarinete,RECOLETA
Escuela Religiosa Israelita Argentina,BALVANERA
Nueva Escuela Modelo Internacional,PALERMO
Inst. Benito Nazar,ALMAGRO
Centro Educativo Arquidiocesano Espíiritu Santo,PALERMO
Inst. Superior del Prof. San Agustín,PALERMO
Inst. Betania,ALMAGRO
Inst. de la Niñez,RECOLETA
Esc. Superior de Educación Artística en Danza Aída Victoria Mastrazzi,SAN NICOLAS
Inst. Federico Dominick,PALERMO
Inst. de los Angeles Custodios,RECOLETA
Retoño,ALMAGRO
Inst. Corazón de María,PALERMO
Jardín de Infantes Aquí estoy,CABALLITO
Nuevos Rumbos,RECOLETA
Inst. Incorporado Colectividad Helénica,VILLA CRESPO
Zoe Un Lugar Para Ser,RECOLETA
Inst. Río de la Plata,RECOLETA
Inst. William C. Morris,ALMAGRO
Colegio Los Robles,MONTSERRAT
Inst. Griego Atenágoras,VILLA CRESPO
Inst. Inmaculada Concepción,ALMAGRO
Instituto de Formación Técnica Superior N° 31 sede,ALMAGRO
El Oso Clarinete,RECOLETA
Centro de Formación Profesional N° 08 (anexo),ALMAGRO
Colegio Galileo Galilei,ALMAGRO
Colegio Guadalupe,PALERMO
Inst. Argentino Gallego,BALVANERA
Escuela de Enfermería del Htal. Italiano,ALMAGRO
Inst. Centro Psicopedagógico de Educación Especial Acuarela,ALMAGRO
Inst. Infancias,ALMAGRO
Inst. Divino Corazón,PALERMO
CENOF Centro Anchorena,BALVANERA
Esc. Primaria Común N° 07 Del Centenario,CABALLITO
INSTITUTO MARIA INMACULADA,ALMAGRO
Inst. Ntra. Sra. del Valle,ALMAGRO
Centro de Formación Profesional - Instituto Privado Torrealta Gastronomía Hotelería,RECOLETA
Inst. Dulce de Leche,ALMAGRO
Jardín Maternal y Jardín de Infantes Dulce de Leche,ALMAGRO
Inst. Educativo Alas,VILLA CRESPO
Inst. Nuestro Tiempo,ALMAGRO
Jardín de Infantes Nucleado C (EPCjs 25/06°),BOEDO
Inst. Juana de Arco,VILLA CRESPO
Casa de la Educación,BALVANERA
Jardín Maternal N° 05/20°,VILLA LUGANO
Inst. de Capacitación - Asociación Personal  Aeronáutico (ICAPA),RECOLETA
Tierra Fertil,RECOLETA
Primera Escuela Argentina de Efectos Especiales,ALMAGRO
Escuela Mi Lugar (Hamakom Sheli),BALVANERA
Proyecto Sur,BALVANERA
Inst. Ntra. Sra. de Monserrat,MONTSERRAT
Inst. Prof. de Enseñanza Superior IPES,MONTSERRAT
Inst. de Enseñanza Federico G. Froebel,PARQUE PATRICIOS
Inst. Ntra. Sra. del Huerto,SAN CRISTOBAL
Inst. Rosa Anchorena de Ibáñez,CONSTITUCION
Inst. Superior Prof. J. B. Alberdi,CONSTITUCION
Escuela Infantil N° 07/04° Casa Amarilla,BOCA
Esc. de Música N° 16,RETIRO
Colegio Esteban Echeverría,CONSTITUCION
Jardín de Infantes Cevallitos,MONTSERRAT
Inst. Inmaculada Concepción,CONSTITUCION
Trampolín,SAN CRISTOBAL
Jardín Trampliín,SAN CRISTOBAL
Inst. Jesús María de San Vicente de Paul,CONSTITUCION
Inst. La Providencia,CONSTITUCION
Aula XXI,NUÑEZ
Centro de Investigación y Experimentación en Video Y Cine,CONSTITUCION
Inst. Superior de Viajantes ISV,BALVANERA
Centro de Organizadores de Eventos,BALVANERA
Hogar del Pino,CONSTITUCION
Inst. José Manuel Estrada,CONSTITUCION
Inst. Don Orione,BALVANERA
Instituto de Formación Técnica Superior N° 30,CABALLITO
Inst. Superior de Formación Integral (ISFI),CONSTITUCION
CENOF Centro Miralla,VILLA LUGANO
Inst. Nuevo Horizonte,SAN CRISTOBAL
Centro de Formación Profesional - AIERH,BALVANERA
Hogar Maternal 03 I. C. de Hernández,BALVANERA
Inst. Privado Cámara Argentina de Comercio y Servicios,MONTSERRAT
Inst. Industrial Luis A. Huergo,SAN TELMO
El Gato con Zuecos,BALVANERA
Centro Educativo Infantil El Gato con Zuecos,BALVANERA
Inst. Euskal-Echea,BALVANERA
Colegio Don Bosco,MONTSERRAT
Fundación Docencia e Investigación para la Salud,MONTSERRAT
El Solcito de Catalina,CONSTITUCION
El Solcito de Catalina,CONSTITUCION
Centro de Formación Profesional N° 31,BALVANERA
"Inst. Terciario de Capacitación, Actualización y Perfeccionamiento Docente",BALVANERA
Image Campus Educación Avanzada en Medios Digitales,MONTSERRAT
Centro de Formación Profesional - Cetic (Centro de Estudios Técnicos de la Industria de la Confección),CONSTITUCION
Centro de Formación Profesional - Cetic (Centro de Estudios Técnicos de la Industria de la Confección),CONSTITUCION
Centro de Formación Profesional - Cetic (Centro de Estudios Técnicos de la Industria de la Confección),CONSTITUCION
Inst. Zaccaria,BARRACAS
Inst. Educativo Barracas,BARRACAS
Hogar Maternal 04 C. M. de Varela,MONTSERRAT
Esc. Primaria Común N° 23,MATADEROS
Centro de Formación Profesional N° 34 Profesor R Albergucci Casa San Pedro,BOCA
Inst. San Pedro,BOCA
Inst. Privado Simón Bolivar,SAN TELMO
Inst. de Capacitación Aduanera,MONTSERRAT
Inst. María Auxiliadora,SAN TELMO
Inst. Integral del Sud,SAN TELMO
Inst. Privado Hogar Infancia de la Boca,BOCA
Inst. San Francisco,MONTSERRAT
Inst. Superior de Educación Profesional 13 de julio,MONTSERRAT
Escuela Integral Rabino Elias Suli,BARRACAS
Inst. Madre de los Emigrantes,BOCA
Esc. Primaria Común N° 10 Gregoria Perez,RECOLETA
Colegio San Juan Evangelista,BOCA
Escuela Evangélica William C. Morris,BOCA
Inst. María Auxiliadora,BOCA
Inst. Sta. Felicitas,BARRACAS
Inst. Superior Octubre,MONTSERRAT
Fundación Alfredo L. Palacios,BARRACAS
Inst. San Vicente de Paul,NUEVA POMPEYA
Inst. La Inmaculada,PARQUE PATRICIOS
Inst. Privado Inmaculada Concepción,NUEVA POMPEYA
Inst. Vitra,BARRACAS
Inst. Sagrado Corazón,BARRACAS
Inst. Ntra. Sra. del Buen Consejo,BARRACAS
Hogar Maternal 02 Felicia Ramón de Palacios,CONSTITUCION
Inst. Ntra. Sra. de la Divina Providencia,NUEVA POMPEYA
Inst. Prebístero Manuel Alberti,CONSTITUCION
Inst. Tiempo Educativo,BARRACAS
Inst. Sta. María del Rosario,BARRACAS
Inst. Parroquial Sta. Lucía,BARRACAS
Esc. Primaria Común N° 06 French y Beruti,RETIRO
Inst. Sup. de Alta Montaña del Centro Andino Bs. As.,CONSTITUCION
Inst. Sta. Catalina,CONSTITUCION
Escuela Técnica Ort 01,ALMAGRO
Inst. San Vicente de Paul,PARQUE PATRICIOS
Inst. Mater Ter Admirabilis,SAN CRISTOBAL
Inst. Sta. Cruz,SAN CRISTOBAL
Inst. Ramón Carrillo,SAN CRISTOBAL
Inst. Secundario El Taller,SAN CRISTOBAL
Inst. Primera Escuela Privada de Psicología,SAN CRISTOBAL
Inst. San Cristóbal,SAN CRISTOBAL
Colegio de Las Victorias,BOEDO
Inst. Ntra. Sra. de Luján,PARQUE PATRICIOS
Inst. Educativo Huellas,ALMAGRO
Inst. Amado Olmos Atsa,BALVANERA
Inst. San Bartolomé,BOEDO
Inst. de Formación y Educación Integral,PARQUE PATRICIOS
Escuela Nueva Esperanza,SAN CRISTOBAL
Escuela Generación del Futuro,BOEDO
Inst. de Educación Especial Essere,ALMAGRO
Inst. Superior de Electrónica Gral. Savio,BALVANERA
Inst. Intengral de Educación,ALMAGRO
Jardín de Infantes Nucleado C (EPCjc 07/02°),CABALLITO
Inst. San Francisco de Sales,ALMAGRO
Colegio Argentino Arabe,SAN CRISTOBAL
Cosme Marín,BALVANERA
Cosme Marín RIEA,BALVANERA
Esc. Central de Especialidades Paramédicas de la Cruz Roja Argentina,ALMAGRO
Inst. de Educación en Areas de la Salud,BALVANERA
Inst. María Auxiliadora,ALMAGRO
Inst. María Auxiliadora,ALMAGRO
Jardín Materno Infantil Amanecer,ALMAGRO
Escuela Infantil Amanecer,ALMAGRO
Inst. de Educación Especial y Formacion Laboral Ntra. Sra. de Luján,BOEDO
Alberto Schweitzer,ALMAGRO
Jardín de Infantes Integral N° 02/01°,RETIRO
Estudio de Enseñanza e Investigaciones Informáticas,BALVANERA
Escuela Popular de Música SADeM,ALMAGRO
Inst. de Tecnología Ort 01,ALMAGRO
Escuela Terciaria de Estudios Radiofónicos,VILLA CRESPO
Instituto Educativo Ferrocarril Oeste,CABALLITO
Inst. Dr. Herzl,VILLA CRESPO
Colegio Buenos Aires S.R.L.,VILLA CRESPO
Ciclo Básico de Formación Ocupacional N° 04 Paulo Freire,RETIRO
Inst. Carlos Pellegrini,CABALLITO
Fundación Salottiana (Summa),CABALLITO
Inst. Monseñor Dillon,CABALLITO
Inst. Privado Divino Rostro,CABALLITO
Inst. San Pedro Nolasco,CABALLITO
Inst. Sta. Brígida,CABALLITO
Inst. Guillermo Rawson,CABALLITO
Escuela del Nuevo Sol,CABALLITO
Inst. Suyay,CABALLITO
Inst. Superior de Psicologia Social,FLORES
Colegio Integral Caballito,CABALLITO
INET Centro de Gestión e Innovación Tecnológica,BALVANERA
Inst. Calasanz,CABALLITO
Inst. Privado Tierra Nueva,CABALLITO
Inst. Redemptrix Captivorum,CABALLITO
Escuela Secundaria Integral Scholem Aleijem,VILLA CRESPO
Inst. Agnon,VILLA CRESPO
Inst. Profesional San José,CABALLITO
Inst. Tobar Garcia,CABALLITO
Inst. Regina Virginum Adoratrices,VILLA CRESPO
Esc. Primaria Común N° 08 Dr. Arturo Mateo Bas,BALVANERA
Escuela del Parque,CABALLITO
Inst. Orsino,CABALLITO
Inst. Modelo Proyecto 2000,CABALLITO
Inst. Sudamericano Modelo,ALMAGRO
Escuela de la Paz,CABALLITO
Inst. Privado Argentino Japonés en Buenos Aires,ALMAGRO
Inst. Saint Exupery,CABALLITO
Fundación Gutenberg Inst. Arg. de Artes Gráficas,ALMAGRO
Prof. Calasanz Instituto de Educación Superior de las Escuelas Pías,CABALLITO
Inst. Gral. Justo José de Urquiza,CABALLITO
Inst. Antonio Provolo,CABALLITO
Inst. María Auxiliadora,BOEDO
Puente Azul,PARQUE CHACABUCO
Inst. del Profesorado Sagrado Corazón,ALMAGRO
Colegio Canadá,CABALLITO
Inst. América del Sur,ALMAGRO
Inst. Marianista,CABALLITO
Colegio San Cirano,CABALLITO
Inst. Argentino Excelsior,CABALLITO
Inst. Sarmiento,VILLA CRESPO
Primera Escuela de Recreación en la Naturaleza,CABALLITO
Escuela de Formación Educativa y Deportiva Infantil,PARQUE CHACABUCO
Escuela Infantil N° 05/01° sede,RETIRO
Escuela Hogar Dr. Miguel V. Loureyro,CABALLITO
Doblas Kindergarten Cecilia A. Mc'Allister,CABALLITO
Inst. Sta. María,CABALLITO
Inst. Cardoso,ALMAGRO
Inst. Sagrado Corazón,ALMAGRO
Inst. Educativo Modelo,CABALLITO
Amiguitos,ALMAGRO
Amiguitos,ALMAGRO
Escuela Infantil Inst. La Torrecita,ALMAGRO
Servicio de Educación a Distancia  del Ejército (SEADE),PALERMO
Escuela Miguel Hernandez,PARQUE CHACABUCO
Inst. Monseñor Sabelli,CABALLITO
AQUI ESTOY,CABALLITO
Mundo Ecológico,CABALLITO
"Centro de Alfabetización, Educación Básica y Trabajo N° 31",RETIRO
Inst. Educativo Argentino Lea,CABALLITO
Inst. Hogar San Benito,PALERMO
Centro Educativo San Francisco Javier,PALERMO
Instituto de Formación Técnica Superior N° 14,RETIRO
Inst. Esquiú,PALERMO
Inst. Sta. María de Luján,PALERMO
Inst. Psicopedagógico Senderos,COLEGIALES
Colegio del Arce,PALERMO
Inst. Marie Manoogian,PALERMO
Inst. San Gregorio El Iluminador,PALERMO
Primera Escuela Argentina de Counseling,PALERMO
Colegio Integral Martín Buber,PALERMO
Inst. Ntra. Sra. de la Misericordia,BELGRANO
Inst. Superior Letras Eduardo Mallea,BELGRANO
Inst. Leon XIII,PALERMO
Centro de Formación Profesional N° 34 Profesor R Albergucci Casa León XIII,PALERMO
Esc. de Educación Media N° 01/21°,VILLA LUGANO
Inst. Washington School,PALERMO
Esc. Primaria Común N° 05,NUEVA POMPEYA
Inst. Patronato Español Virgen de Pilar,COLEGIALES
Inst. Argentino de la Audición y el Lenguaje,BELGRANO
Escuela del Caminante,PALERMO
Colegio Esclavas del Sagrado Corazón de Jesús,PALERMO
Centro Educativo de Nivel Secundario N° 40,PALERMO
Inst. Gral. San Martín,PALERMO
Inst. Superior de Arbitraje,PALERMO
Inst. Lange Ley,PALERMO
Inst. Ambrosio Tognoni,PALERMO
Centro de Investigación Cinematográfica,PALERMO
Inst. Obra de la Conservación de la Fe Colegio F. Faa Di Bruno,PALERMO
Inst. Religiosas de San José,VILLA CRESPO
Inst. Compañía de María,COLEGIALES
Colegio de los Niños,PALERMO
Inst. Hans Christian Andersen,COLEGIALES
El Jardín de los Cerezos,PALERMO
Colegio Corazón de Jesús,PALERMO
Escuela San Andrés,COLEGIALES
Colegio Bilingüe Armonía S.R.L.,PALERMO
Inst. San Ambrosio,PALERMO
Inst. Centro de Eduación. Corporal,PALERMO
Inst. Jardín Amapola,PALERMO
Inst. Virgen del Valle,COLEGIALES
La Escuelita,COLEGIALES
Colegio San Francisco Javier,RECOLETA
Asociación Comunidad Israelita Sefaradí Argentina,PALERMO
La Escuela del Arbol,COLEGIALES
Inst. Génesis,VILLA CRESPO
ICEA  Altos Estudios,COLEGIALES
Inst. Amapola,PALERMO
Esc. Primaria Común N° 12,VILLA SOLDATI
Inst. Privado Colegio Master,PALERMO
Colegio Lincoln,PALERMO
Colegio Stanford,COLEGIALES
Little Stars,COLEGIALES
Inst. San José,VILLA SOLDATI
Inst. Integral Mundo Nuevo,VILLA CRESPO
Inst. Modelo de Educación Preescolar,PALERMO
Inst. Modelo de Educación Preescolar,PALERMO
San Gregorio,VILLA CRESPO
Inst. Esteban Agustín Gascón,PALERMO
Inst. Ecos,VILLA CRESPO
Inst. Fasta Caterina,PALERMO
Inst. Jorge Newbery,COLEGIALES
Inst. W. Pringle Morgan,VILLA CRESPO
Inst. Palermo Chico,PALERMO
Colegio Beth,PALERMO
Colegio Uriarte,VILLA CRESPO
Colegio Uriarte,VILLA CRESPO
Escuela Comunitaria Arlene Fern,PALERMO
Colegio Paideia,VILLA CRESPO
Inst. Privado Colegio Palermo,PALERMO
Inst. Técnico Superior de Sanidad,PALERMO
Escuela de Fotografía Motivarte,VILLA CRESPO
Inst. Escuela Argentina de Vinos,PALERMO
Colegio Rey Fahd,PALERMO
Inst. de Natación y Deportes,PALERMO
Inst. Central Educativo de Buenos Aires,NUÑEZ
Inst. River Plate,BELGRANO
Centro de Estudios Terciarios River Plate,BELGRANO
Inst. San Maximiliano Kolbe,BELGRANO
Inst. Privado San Martín de los Campos (anexo),BELGRANO
Colegio Internacional de Las Islas,BELGRANO
Inst. Privado David Wolfsohn,CHACARITA
Lomas de Nuñez,NUÑEZ
Inst. Divina Providencia,SAAVEDRA
Inst. Belgrano Uno,NUÑEZ
Inst. Educativo Moruli,COGHLAN
Inst. Superior Porteño Virgen del Pilar,BELGRANO
Inst. Educativo Cabildo,BELGRANO
Inst. Schonthal,FLORES
Inst. Sta. Ana,BELGRANO
Escuela Técnica Ort 02,NUÑEZ
Inst. de Tecnología Ort 02,NUÑEZ
Inst. José Ingenieros,NUÑEZ
Buenos Aires English High School,BELGRANO
Inst. San Isidro Labrador,SAAVEDRA
Centro de Estudios Interdisciplinarios para el Aprendizaje y la Comunicación,BELGRANO
Inst. Pestalozzi,BELGRANO
Inst. Sta. Catalina de Belgrano,BELGRANO
Escuela de Música de Buenos Aires,BELGRANO
Inst. Ntra. Sra. del Rosario,BELGRANO
Inst. Bet-el,BELGRANO
Jardín de Infantes Nucleado B (EPCjs 08/05°),BARRACAS
Inst. Incorporado Patrocinio de San José,BELGRANO
Inst. Ntra. Sra. del Sagrado Corazón,BELGRANO
Jardín de Infantes ABC,BELGRANO
Inst. San Francisco de Asís,SAAVEDRA
Inst. Hull Cordell,SAAVEDRA
Inst. Manuel Belgrano,BELGRANO
Escuela Profesional de Cinematografía,BELGRANO
Inst. de Enseñanza Primaria Gral. San Martín,NUÑEZ
Inst. Brotecitos,BELGRANO
Inst. San Brendano,BELGRANO
Del Jacarandá,NUÑEZ
Inst. de Enseñanza Gral. San Martín,NUÑEZ
Belgrano Day School,BELGRANO
Inst. Sta. Clara de Asís,COGHLAN
Inst. Obra de la Conservación de la Fe,VILLA URQUIZA
Inst. Sta. María de los Angeles,COGHLAN
Inst. Sta. Margarita,BELGRANO
Inst. San Román,BELGRANO
Inst. San Cayetano,BELGRANO
Colegio de la Ciudad,BELGRANO
Inst. Maestría,BELGRANO
Colegio Evangélico Buenos Aires,BELGRANO
Inst. Rabino Jose Caro,BELGRANO
Escuela Argentina General Belgrano,BELGRANO
Inst. Cultural Pueblo Blanco,BELGRANO
Oxford School,BELGRANO
Escuela de la Aldea,NUÑEZ
Jardín de Infantes Común N° 04/01° Cinco Esquinas,RETIRO
Inst. Sta. Ana y San Joaquín,BELGRANO
Inst. Superior de Seguridad y Salud Ocupacional,BELGRANO
Inst. Superior Intérprete Idioma Chino,BELGRANO
Escuela de Enf. y Esp. Paramédicas de la Cruz Roja Argentina,NUÑEZ
Liceo Franco Argentino Jean Mermoz,BELGRANO
Escuela Italiana Cristóforo Colombo,BELGRANO
Inst. Ntra. Sra. del Carmen,COGHLAN
Esc. Primaria Común N° 09 Cnel. Genaro Berón de Astrada,PALERMO
Inst. La Salette,SAAVEDRA
Jardín de Infantes ABC,BELGRANO
Inst. Propuesta Actual,NUÑEZ
Inst. Leonardo Sworn,BELGRANO
Inst. Mekhitarista,BELGRANO
Inst. Anunciación de María,BELGRANO
El Buen Amigo,NUÑEZ
Inst. Privado San Martín de los Campos (sede),BELGRANO
Jardín Maternal N° 06/04°,MONTSERRAT
El Jardín de los Mirasoles,NUÑEZ
Nueva Escuela Argentina 2000,BELGRANO
Escuela Nacional Fluvial (Armada Argentina),BOCA
Inst. R. P. Hansen,NUÑEZ
Escuela  Argentina de Fotografía,NUÑEZ
Inst. Profesorado Jorge A. Susini,FLORES
Inst. Profesorado Jorge A. Susini,FLORES
Inst. Argentino Coreano,FLORES
Inst. Sara Chamberlain de Eccleston,FLORES
Inst. Ntra. Sra. de Luján de San José de Flores,FLORES
Centro Educativo de Nivel Primario N° 22 - Madre Teresa de Calcuta,BARRACAS
Inst. Ntra. Sra. de la Misericordia,FLORES
Inst. Virginio F. Grego,FLORES
Inst. Colegio Granaderos de San Martín,FLORES
Inst. Ana María Janer,FLORES
Inst. Inmaculada Concepción de Ntra. Sra. de Lourdes,FLORES
Inst. Elisa Harilaos,FLORES
Inst. Medalla Milagrosa,PARQUE CHACABUCO
Inst. Luján Porteño,PARQUE AVELLANEDA
Seminario Internacional Teológico Bautista,VELEZ SARSFIELD
Escuela de Enfermería del Htal. Israelita,VELEZ SARSFIELD
Inst. Superior de Formación Integral (ISFI),VELEZ SARSFIELD
Inst. San José de Flores,FLORES
Inst. Juan Bautista Alberdi,FLORES
Inst. Casa Verde,FLORES
Inst. El Galileo,FLORES
Inst. Guardia de Honor del Santísimo Rosario,FLORES
Inst. Ntra. Sra. del Milagro,VELEZ SARSFIELD
Inst. Ntra. Sra. de la Paz,FLORESTA
Inst. ESBA - Flores,FLORES
Escuela Integral Prof. Jam Weitzman,FLORES
Inst. Sta. María Josefa Rossello,FLORES
Inst. Carlos Steeb,VILLA SANTA RITA
Inst. Dr. Emilio F. Cardenas,FLORESTA
Inst. Adelia María Harilaos de Olmos,FLORESTA
Inst. La Candelaria,FLORESTA
Inst. Recreativo Terapéutico Especial,FLORES
Inst. Argentino Arabe Islámico,FLORESTA
Inst. San Roberto,FLORES
Centro Educativo de Nivel Primario N° 48,BARRACAS
Inst. Ayelén,VILLA GRAL. MITRE
Escuela Libre Micael,VILLA SANTA RITA
Jardín de Infantes Nucleado A (EPCjs 09/02°) [Sede],PALERMO
Inst. Mons. Aneiros de San José,FLORES
Karibu,PALERMO
Inst. Superior de Ciencias de la Salud,FLORES
Abrahan Lincoln Flores,FLORES
Inst. Cabrini,VILLA GRAL. MITRE
Inst. Sagrada Familia,VILLA GRAL. MITRE
Escuela Para El Hombre Nuevo,FLORES
Inst. Eyelén,FLORES
Inst. Puertas de Sión,FLORES
Escuela Infantil Cosas de Chicos,FLORES
Inst. Sta. Rita,VILLA SANTA RITA
Lima Limón,VILLA GRAL. MITRE
Inst. Social Militar Dr. Dámaso Centeno Anexo Jardín de Infantes Gral. San Martín,PALERMO
Escuela Infantil Lima Limón,VILLA GRAL. MITRE
Colegio Numen,FLORES
Inst. La Foca Revoltosa,FLORES
Instituto de Formación Técnica Superior Nº 31 anexo,BOEDO
La Foca Revoltosa,FLORES
Inst. Cardiovascular Integral S.A.,FLORES
Inst. Plácido Marín,MATADEROS
Inst. San Pío X,MATADEROS
Inst. Canto a la Vida,VILLA LUGANO
Inst. Ntra. Sra. de los Remedios,PARQUE AVELLANEDA
Centro Educativo Cursos Especiales - Club Cárdenas,MATADEROS
Centro de Formación Profesional N° 34 Profesor R Albergucci Casa Ntra Sra de los Remedios,PARQUE AVELLANEDA
Inst. Naciones Unidas,VILLA LUGANO
Colegio San Francisco Coll,VILLA URQUIZA
Inst. Ntra. Sra. de la Misericordia,MATADEROS
Centro Educativo de Nivel Primario N° 35,MATADEROS
Grupo Caminantes,BOEDO
Esc. de Educ. Téc. Profesional de Nivel medio en Producción Agropecuaria y Agroalimentación,AGRONOMIA
Inst. Calasancio Divina Pastora,MATADEROS
Inst. San Vicente de Paul,MATADEROS
Crecer y Ser,PARQUE AVELLANEDA
Centro de Formación Profesional N° 40,PARQUE AVELLANEDA
Inst. Parroquial Madre de Dios,VILLA LUGANO
Inst. Comunicaciones Cooperativa Trab. Ltda.,AGRONOMIA
Inst. Tel Aviv Central,PATERNAL
Inst. Educativo Terapéutico Lazos-Fupa,PATERNAL
Inst. Carolina E. de Martínez,VILLA ORTUZAR
Inst. Resurrección del Señor,CHACARITA
Inst. Privado Belgrano,CHACARITA
Jardín de Infantes Colmenitas,CHACARITA
Inst. Nuevos Aires,VILLA URQUIZA
Inst. San Juan María Vianney,VILLA DEL PARQUE
Inst. Educativo Paulo Freire,VILLA GRAL. MITRE
Escuela Técnica Philips,COLEGIALES
Inst. Lecanne,CHACARITA
Escuela Argentina,CHACARITA
Escuela Evangélica Laura y Henry Fishbach,VILLA GRAL. MITRE
Escuela del Siglo Nuevo,CHACARITA
Inst. San Pablo Apostol,COLEGIALES
Inst. San Roque,VILLA ORTUZAR
Esc. Normal Superior en Lenguas Vivas Sofía Esther Broquen de Spangenberg,PALERMO
Inst. Educativo Sta. Teresita,PARQUE CHAS
Inst. Claret,VILLA GRAL. MITRE
"Centro de Alfabetización, Educación Básica y Trabajo N° 10 Banderita Argentina",RETIRO
Inst. Sta. Teresa de los Andes,CHACARITA
Inst. Miguelito,PARQUE CHAS
Escuela Infantil Miguelito,PARQUE CHAS
Inst. Educativo Duayén,VILLA ORTUZAR
Inst. Hijas de Jesús,VILLA URQUIZA
Inst. Beata Imelda,VILLA URQUIZA
Inst. Sta. María de Nazareth,SAAVEDRA
Inst. Superior de Enseñanza Intercambio,VILLA URQUIZA
Colegio Parroquial Ntra. Sra. de la Anunciación,VILLA URQUIZA
Inst. Sagrada Familia,VILLA URQUIZA
Inst. Sir Thomas Malory,VILLA URQUIZA
Inst. Dulcísimo Nombre de Jesús,SAAVEDRA
Inst. Ntra. Sra. del Carmen,VILLA URQUIZA
Colegio Horacio Watson,VILLA URQUIZA
Centro Educativo Complementario de Educación Plástica N° 01,PALERMO
Inst. San Vicente Pallotti,VILLA URQUIZA
Escuela de Maestros (anexo 04),PALERMO
Inst. Juan S. Gaynor,VILLA URQUIZA
Inst. Horizonte,COGHLAN
Inst. Norbridge,SAAVEDRA
Escuela Infantil Upecenitos,MONTSERRAT
Primera Infancia JMC El Globo Rojo,VILLA SOLDATI
"Centro de Recuperación, Adaptación y Recreación",VILLA URQUIZA
Inst. Saint Jean,VILLA URQUIZA
Jardín de Infantes Integral N° 11/06°,BALVANERA
Jardín Materno Infantil Mi Mundo y Yo,VILLA DEL PARQUE
Centro de Formación Profesional N° 10 Raúl Scalabrini Ortiz (anexo) - SEC,VILLA URQUIZA
Inst. San Patricio,VILLA URQUIZA
Inst. Ceferino Namuncurá,VILLA URQUIZA
Inst. ESBA - Villa Urquiza,VILLA URQUIZA
Inst. Mi Mañana,VILLA URQUIZA
Colegio Mayor,VILLA URQUIZA
Inst. Damasa Zelaya de Saavedra,VILLA PUEYRREDON
Inst. Politécnico Modelo,VILLA PUEYRREDON
Esc. Primaria p/Adultos N° 10 Gregoria Pérez,RECOLETA
Inst. Ntra. Sra. del Huerto,VILLA PUEYRREDON
Esc. de Comercio N° 10 Islas Malvinas,RECOLETA
Inst. J. N. Bialik,VILLA DEVOTO
Inst. Ntra. Sra. de Gracia y Buen Remedio,VILLA DEVOTO
Inst. San José,VILLA DEVOTO
Escuela de Enfermería del Htal. Sirio Libanés,VILLA DEVOTO
Inst. Tomás Devoto,VILLA URQUIZA
Centro de Arte y Tecnología,VILLA PUEYRREDON
Esc. Primaria p/Adultos N° 07 Presidente Roca,SAN NICOLAS
Inst. Fasta San Vicente de Paul,VILLA DEVOTO
Colegio Episcopal de Buenos Aires,VILLA DEVOTO
Inst. Mater Dolorosa,VILLA DEVOTO
Platerillo,VILLA PUEYRREDON
Centro Educativo Parroquia San José Santa Magdalena,AGRONOMIA
Inst. Garabatos,VILLA URQUIZA
Inst. Educativo Argentino Ntra Sra de Luján,VILLA PUEYRREDON
Inst. Del Sol,VILLA PUEYRREDON
Inst. Piedra Libre,VILLA URQUIZA
