nombre_est,barrio
Esc. de Música N° 07,FLORES
Esc. Primaria Común N° 24 Dr. Pedro Avelino Torres,FLORES
JII Nº 18 DE 05,PARQUE PATRICIOS
Jardín de Infantes Integral N° 03/11°,FLORES
Esc. de Comercio N° 09 José Ingenieros,FLORES
Esc. Técnica N° 05 María de los Remedios de Escalada de San Martin,FLORES
Escuela Infantil N° 04/11°,FLORES
Centro de Actividades Infantiles y Juveniles Flores,FLORES
Liceo N° 05 Pascual Guaglianone,FLORES
Esc. Primaria Común N° 08 Cnel. Ing. Pedro Antonio Cerviño,FLORES
Esc. Técnica N° 18 José Antonio Alvarez Condarco,FLORES
Esc. de Comercio N° 21 Cap. de Navío Hipólito Bouchard,FLORES
Jardín de Infantes Integral N° 01/11°,FLORES
Instituto de Formación Técnica Superior N° 15,RECOLETA
Esc. Primaria Común N° 21 Maria Sklodowska de Curie,PARQUE AVELLANEDA
Jardín de Infantes Nucleado A (EPCjs 21/11°)  Baldomero Fernández Moreno,PARQUE AVELLANEDA
Centro de Formación Profesional N° 25 (anexo 1) - Instituto San Martín,PARQUE CHACABUCO
Programa Contextos de Encierro Instituto San Martín,PARQUE CHACABUCO
UGEE N° 17 Bachillerato Popular de Jóvenes y Adultos Sergio Karakachoff,FLORESTA
Jardín de Infantes Nucleado A (EPCjc 01/12°),FLORES
Jardín de Infantes Nucleado C (EPCjs 16/17º) Lola Mora [Sede],VILLA DEVOTO
Esc. Primaria p/Adultos N° 02 Florencio Varela,FLORES
Centro Educativo Complementario de Idiomas Extranjeros N° 12,FLORESTA
Esc. Primaria p/Adultos N° 03 Emilio Giménez Zapiola,FLORESTA
Esc. Primaria Común N° 03 Emilio Giménez Zapiola,FLORESTA
Jardín de Infantes Nucleado D (EPCjc 03/12°) [Sede],FLORESTA
Jardín de Infantes Nucleado A (EPCjs 04/12°) [Sede],VILLA GRAL. MITRE
Esc. Primaria Común N° 04 Provincia de La Pampa,VILLA GRAL. MITRE
ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Juvenil N° 05,VILLA GRAL. MITRE
Esc. Primaria Común N° 05 República de El Salvador,FLORES
Jardín de Infantes Nucleado A (EPCjc 05/12°),FLORES
Esc. Domiciliaria N° 01 sede,VILLA GRAL. MITRE
Esc. Primaria Común N° 06 Dr. Alfredo L. Palacios,VILLA GRAL. MITRE
Jardín de Infantes Nucleado B (EPCjs 06/12°),VILLA GRAL. MITRE
Esc. Primaria Común N° 01 Prof. Jose Onaindia,VILLA LURO
Esc. Primaria Común N° 07 Jorge Newbery,VILLA SANTA RITA
Jardín de Infantes Nucleado B (EPCjs 07/12°),VILLA SANTA RITA
Esc. Primaria p/Adultos N° 08 Quintino Bocayuva,VILLA SANTA RITA
Esc. Primaria Común N° 08 Quintino Bocayuva,VILLA SANTA RITA
Jardín de Infantes Nucleado B (EPCjc 08/12°) [Sede],VILLA SANTA RITA
Centro Educativo de Nivel Secundario N° 85,FLORESTA
Esc. Primaria Común N° 09 Lic. Don Mauro Fernández,FLORESTA
Jardín de Infantes Común N° 03/12° Banderín,FLORESTA
Esc. Primaria Común N° 10 Cnel. de Marina Leonardo Rosales,FLORESTA
Jardín de Infantes Nucleado C (EPCjs 11/12°)(Sede),FLORESTA
Esc. Primaria Común N° 11 Andrés Bello,FLORESTA
Esc. Primaria Común N° 23 Gral. de División Manuel N. Savio,FLORES
Jardín de Infantes Común N° 02/12° Jardín del Angel Gris,FLORES
Esc. Primaria Común N° 12 Provincia del Chaco,FLORES
CENOF Centro Aranguren,FLORES
Esc. Primaria Común N° 15 Cnel. C. T. Sourigues,FLORES
Esc. Primaria Común N° 16 Ernesto Alejandro Bavio,FLORESTA
Jardín de Infantes Nucleado C (EPCjc 16/12°),FLORESTA
Centro de Actividades Infantiles y Juveniles Club Floresta,FLORESTA
Centro Educativo Complementario de Idiomas Extranjeros N° 23,VILLA SANTA RITA
Esc. Primaria Común N° 17 Casilda Igarzabal de Rodríguez Peña,VILLA SANTA RITA
Jardín de Infantes Nucleado C (EPCjs 17/12°),VILLA SANTA RITA
Jardín Maternal N° 06/01 Jardín del Palacio,RECOLETA
Centro Educativo de Nivel Secundario N° 76,FLORES
Esc. Primaria Común N° 19 Leandro Niceforo Alem,FLORES
Jardín de Infantes Nucleado A (EPCjc 19/12°),FLORES
Esc. Primaria Común N° 23 Saturnino Segurola,FLORESTA
Esc. Primaria Común N° 24 Padre Castañeda,FLORESTA
Jardín de Infantes Nucleado D (EPCjc 24/12°),FLORESTA
Esc. Primaria Común N° 25 Inspector General  Alfredo Daniel Zumda,VILLA SANTA RITA
Jardín de Infantes Nucleado B (EPCjs 25/12°),VILLA SANTA RITA
Jardín de Infantes Integral N° 01/12° Rita Latallada de Victoria,FLORESTA
Jardín Maternal N° 05/12° H° Dr. T. Alvarez,FLORES
Colegio N° 09 Justo José de Urquiza,FLORES
Esc. Técnica N° 06 Fernando Fader,FLORES
Centro de Actividades Infantiles y Juveniles Club Retiro,RETIRO
Esc. de Educacion Media N° 01/12° Julio Cortazar,FLORES
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 19,VILLA GRAL. MITRE
Centro de Formación Profesional N° 24 (sede),FLORES
Esc. para Jóvenes y Adultos con Discapacidad Mental y Formación Integral N° 16 Dra. C Tobar García,VILLA SANTA RITA
Esc. Integral Interdisciplinaria N° 12,VILLA GRAL. MITRE
CENOF Centro San Nicolás,FLORESTA
Centro Educativo de Nivel Primario - Sede Supervisión,FLORESTA
Centro Educativo de Nivel Secundario N° 56,FLORESTA
Centro Educativo Cursos Especiales - (SEAdAd),FLORESTA
Centro Educativo de Nivel Primario N° 28,FLORESTA
Centro de Formación Profesional N° 10 Raúl Scalabrini Ortiz (anexo) - SEC,FLORES
Centro Educativo Complementario de Educación Plástica N° 12,VILLA GRAL. MITRE
Jardín de Infantes Común N° 04/12° Convención Internacional sobre los Derechos del Niño,VILLA GRAL. MITRE
Esc. Primaria Común N° 14 Enrique G. Parker,VILLA GRAL. MITRE
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 14,VILLA GRAL. MITRE
Esc. Primaria Común N° 02 Patria Grande,MATADEROS
Jardín de Infantes Nucleado B (EPCjc 02/13°),MATADEROS
Esc. de Música N° 06,MATADEROS
Esc. Primaria Común N° 03 Eduardo Ladislao Holmberg,MATADEROS
Jardín de Infantes Nucleado B (EPCjc 03/13°),MATADEROS
Esc. Primaria Común N° 04 República del Brasil,MATADEROS
Jardín de Infantes Nucleado B (EPCjc 04/13°) [Sede],MATADEROS
Esc. Primaria p/Adultos N° 05 Roberto Billinghurst,PARQUE AVELLANEDA
Esc. Primaria Común N° 05 Roberto Billinghurst,PARQUE AVELLANEDA
Jardín de Infantes Nucleado C (EPCjs 05/13°) Niños Latinoamericanos,PARQUE AVELLANEDA
Esc. Primaria Común N° 06 Carlos Guido y Spano,VILLA LURO
Jardín de Infantes Nucleado D (EPCjc 06/13°),VILLA LURO
CENOF Centro Alberdi,VILLA LURO
Esc. Primaria Común N° 07 Recuerdos de Provincia,VILLA LURO
Jardín de Infantes Nucleado D (EPCjs 07/13°),VILLA LURO
CENOF Centro Homero,PARQUE AVELLANEDA
Jardín de Infantes Nucleado C (EPCjs 08/13°) [Sede] Niños Latinoamericanos,PARQUE AVELLANEDA
Esc. Primaria Común N° 08 Reino de Thailandia,PARQUE AVELLANEDA
Centro Educativo de Nivel Secundario N° 91,VILLA LUGANO
Esc. Primaria Común N° 10 Antonio Zaccagnini,PARQUE AVELLANEDA
Jardín de Infantes Integral N° 03/13° Jardín del Parque,PARQUE AVELLANEDA
Jardín de Infantes Nucleado D (EPCjc 24/13°),PARQUE AVELLANEDA
Esc. Primaria Común N° 11 Ponciano Vivanco,VILLA LUGANO
Jardín de Infantes Común N° 01/13°,VILLA LUGANO
Esc. Primaria Común N° 12 Presbítero Prof. V. Montes Carballo,MATADEROS
Jardín de Infantes Nucleado A (EPCjc 12/13°),MATADEROS
Centro Educativo de Nivel Secundario N° 82,MATADEROS
Esc. Primaria Común N° 13 Prof. Luz Vieira Méndez,MATADEROS
Jardín de Infantes Nucleado B (EPCjs 13/13°),MATADEROS
Jardín de Infantes Nucleado A (EPCjs 14/13°) [Sede],MATADEROS
Escuela Infantil N° 08/01°,RECOLETA
Esc. Primaria Común N° 14 José Antonio Cabrera,MATADEROS
Centro Educativo Complementario de Educación Plástica N° 13 Martín Malharro,VILLA LUGANO
Jardín de Infantes Común N° 02/13°,VILLA LUGANO
Esc. Primaria Común N° 15 República Argentina,VILLA LUGANO
Esc. Primaria Común N° 16 Dr. Tomás A. Le Bretón,PARQUE AVELLANEDA
Jardín de Infantes Nucleado C (EPCjs 16/13°) Niños Latinoamericanos,PARQUE AVELLANEDA
Esc. Primaria Común N° 18 Dra. Elvira Rawson de Dellepiane,PARQUE AVELLANEDA
Jardín de Infantes Nucleado C (EPCjc 18/13°) Niños Latinoamericanos,PARQUE AVELLANEDA
Esc. Primaria Común N° 19 Caja Nacional de Ahorro y Seguro,MATADEROS
Jardín de Infantes Nucleado A (EPCjs 19/13°),MATADEROS
Esc. Primaria p/Adultos N° 20 Sargento Juan Bautista Cabral,PARQUE AVELLANEDA
Esc. Primaria Común N° 20 Sargento Juan Bautista Cabral,PARQUE AVELLANEDA
Esc. Primaria Común N° 21 Pedro Inchauspe,PARQUE AVELLANEDA
Jardín de Infantes Nucleado D (EPCjc 21/13°),PARQUE AVELLANEDA
Esc. Primaria p/Adultos N° 22 Santa María de los Buenos Aires,VILLA LUGANO
Esc. Primaria Común N° 22 Santa María de los Buenos Aires,VILLA LUGANO
Centro Educativo Complementario de Idiomas Extranjeros N° 13 Martin Luther King,PARQUE AVELLANEDA
Esc. Primaria Común N° 24 Sara de Elia de Giménez,PARQUE AVELLANEDA
Esc. de Comercio N° 32 José León Suarez (sede),LINIERS
Liceo N° 08 Esteban Echeverría,MATADEROS
Esc. Técnica N° 08 Paula Albarracín de Sarmiento,PARQUE AVELLANEDA
Esc. Técnica N° 17 Brig. Gral. Cornelio Saavedra,PARQUE AVELLANEDA
Centro de Actividades Infantiles y Juveniles Lacarra,PARQUE AVELLANEDA
Esc. Técnica N° 23 Casal Calviño,PARQUE AVELLANEDA
Esc. de Comercio N° 06 América,VILLA LUGANO
Esc. Primaria Común N° 03 Dr. Onésimo Leguizamón,RECOLETA
Esc. de Educacion Media N° 01/13° Manuel Mujica Lainez,VILLA LUGANO
Centro de Actividades Infantiles y Juveniles Club América,VILLA LUGANO
Escuela Infantil N° 04/13°,VILLA LUGANO
Escuela Infantil N° 05/13°,VILLA LUGANO
Esc. de Teatro Niní Marschall,MATADEROS
Inst. Vocacional de Arte,PARQUE AVELLANEDA
Esc. de Comercio N° 32 José León Suarez (anexo),LINIERS
Esc. Primaria Común N° 01 Rubén Darío,CHACARITA
Jardín de Infantes Nucleado B (EPCjc 01/14°) (Sede),CHACARITA
Esc. Primaria Común N° 02 Gral. Mariano Acha,VILLA ORTUZAR
Esc. Primaria Común N° 03 Ing. Alvarez Condarco,VILLA ORTUZAR
Jardín de Infantes Nucleado C (EPCjc 03/14°) [Sede],VILLA ORTUZAR
Esc. Primaria Común N° 04 Gral. Juan Antonio Lavalleja,VILLA ORTUZAR
Centro Educativo Complementario de Idiomas Extranjeros N° 24,PARQUE CHAS
Esc. Primaria Común N° 05 Enrique de Vedia,PARQUE CHAS
Jardín de Infantes Nucleado C (EPCjs 05/14°),PARQUE CHAS
Esc. Primaria Común N° 08 Carmen Catrén de Méndez Casariego,CHACARITA
Esc. Primaria Común N° 09 José Maria Torres,LINIERS
Jardín de Infantes Nucleado B (EPCjc 08/14°),CHACARITA
Centro Educativo Complementario de Idiomas Extranjeros N° 14,PATERNAL
Esc. Primaria Común N° 10 República del Ecuador,PATERNAL
Jardín de Infantes Nucleado A (EPCjc 10/14°),PATERNAL
Esc. Primaria Común N° 11 Dr. Enrique Mosca,VILLA CRESPO
Jardín de Infantes Nucleado A (EPCjc 11/14°),VILLA CRESPO
Esc. Primaria Común N° 12 Herminia Brumana,VILLA CRESPO
Centro Educativo de Nivel Secundario N° 74,CHACARITA
Esc. Primaria Común N° 14 Dr. Luis Agote,CHACARITA
CENOF Centro Juan Agustín García,PATERNAL
Jardín de Infantes Nucleado A (EPCjc 15/14°) (Sede),PATERNAL
Esc. Primaria Común N° 15 Provincia de Mendoza,PATERNAL
Esc. Primaria p/Adultos N° 16 Fray Justo Santa María de Oro,VILLA GRAL. MITRE
Esc. Primaria Común N° 16 Fray Justo Santa María de Oro,VILLA GRAL. MITRE
Jardín de Infantes Nucleado D (EPCjs 16/14°),VILLA GRAL. MITRE
Esc. Primaria Común N° 17 Monseñor Gustavo J. Franceschi,COLEGIALES
Esc. Primaria p/Adultos N° 18 Cabildo de Buenos Aires,CHACARITA
Esc. Primaria Común N° 20 República de Honduras,PATERNAL
Jardín de Infantes Nucleado C (EPCjc 20/14°),PATERNAL
Esc. Primaria Común N° 21 Alte. Segundo R. Storni,VILLA CRESPO
Jardín de Infantes Nucleado B (EPCjc 21/14°),VILLA CRESPO
Esc. Primaria Común N° 22 Agronomia,AGRONOMIA
Jardín de Infantes Integral N° 04/14,AGRONOMIA
Inst. Tecnológico de Música Contemporánea,SAAVEDRA
Centro de Actividades Infantiles y Juveniles Agronomía,AGRONOMIA
Esc. Primaria Común N° 26 Adolfo Van Gelderen,PALERMO
Esc. Primaria Común N° 23 Alfredo Rodolfo Bufano,PATERNAL
Esc. Integral Interdisciplinaria N° 14,VILLA ORTUZAR
Jardín de Infantes Nucleado B (EPCjc 23/14°),PATERNAL
Jardín de Infantes Nucleado D (EPCjs 24/14°) [Sede],VILLA DEL PARQUE
Esc. Primaria Común N° 24 Francisco Beiró,VILLA DEL PARQUE
Esc. Primaria p/Adultos N° 25 Carmen Sonda de Pandolfini,AGRONOMIA
Esc. Primaria Común N° 25 Carmen Sonda de Pandolfini,AGRONOMIA
Centro Educativo de Nivel Secundario N° 86,VILLA DEL PARQUE
Esc. Primaria Común N° 26 Delfina de Vedia de Mitre,VILLA DEL PARQUE
Jardín de Infantes Nucleado D (EPCjc 26/14°),VILLA DEL PARQUE
Esc. de Comercio N° 20 Dr. Juan Agustín García,PATERNAL
Centro Educativo de Nivel Secundario N° 21,PATERNAL
Centro Educativo de Nivel Secundario N° 10,PATERNAL
UGEE N° 01 Unidad de Gestión Educativa Experimental N° 01,RECOLETA
Centro Educativo de Nivel Secundario N° 61,PATERNAL
Jardín de Infantes Integral N° 03/14° El Jardín de Olleros,CHACARITA
Esc. Técnica N° 32 Gral. José de San Martín,CHACARITA
Escuela de Maestros (anexo 08),CHACARITA
Centro de Actividades Infantiles y Juveniles Chacarita,CHACARITA
Esc. para Jóvenes y Adultos con Discapacidad Mental y Formación Integral N° 18 C M Estrada de Cano,VILLA ORTUZAR
Esc. de Educacion Media N° 01/14° Federico García Lorca,PATERNAL
Centro de Actividades Infantiles y Juveniles Club García Lorca,PATERNAL
Escuela Infantil N° 02/14° H° Tornú,PARQUE CHAS
Jardín de Infantes Nucleado C (EPCjs 01/01°),RECOLETA
Esc. de Educación Media N° 02/14° Argentinos Juniors,VILLA GRAL. MITRE
Centro de Formación Profesional N° 20 AMdelCo,COLEGIALES
UGEE N° 15 Bachillerato Popular de Jóvenes y Adultos Osvaldo Bayer,CHACARITA
UGEE N° 16 Bachillerato Popular de Adultos y Adolescentes Mocha Celis,CHACARITA
"Centro de Alfabetización, Educación Básica y Trabajo N° 09",CHACARITA
"Centro de Alfabetización, Educación Básica y Trabajo N° 24",CHACARITA
Jardín de Infantes Común N° 09/01°,PALERMO
Esc. de Música N° 09,VILLA URQUIZA
Esc. Primaria Común N° 01 Cnel. José de Olavarría,VILLA URQUIZA
Jardín de Infantes Nucleado A (EPCjc 01/15°),VILLA URQUIZA
Esc. Primaria p/Adultos N° 02 Juana Manuela Gorriti,VILLA URQUIZA
Esc. Primaria Común N° 02 Juana Manuela Gorriti,VILLA URQUIZA
Jardín de Infantes Nucleado A (EPCjc 02/15°) [Sede],VILLA URQUIZA
Centro Educativo Complementario de Idiomas Extranjeros N° 15,VILLA URQUIZA
Esc. Primaria Común N° 03 República de Costa Rica,VILLA URQUIZA
Jardín de Infantes Nucleado C (EPCjc 03/15°),VILLA URQUIZA
Liceo N° 11 Cornelio Saavedra,VILLA URQUIZA
Centro Educativo de Nivel Secundario N° 41,RETIRO
Centro Educativo de Nivel Secundario N° 08 Dr. Luis Federico Leloir,SAN NICOLAS
Esc. Primaria Común N° 04 Provincia de Buenos Aires,VILLA URQUIZA
Esc. Primaria Común N° 08 Jorge Angel Boero,VILLA URQUIZA
Colegio N° 12 Reconquista,VILLA URQUIZA
Esc. Primaria Común N° 10 Dr. Ramon J. Carcano,VILLA URQUIZA
Esc. Primaria Común N° 11 Fray Luis Beltrán,VILLA URQUIZA
Jardín de Infantes Nucleado A (EPCjc 11/15°),VILLA URQUIZA
Esc. Primaria Común N° 12 España,SAAVEDRA
Jardín de Infantes Nucleado C (EPCjc 12/15°) [Sede],SAAVEDRA
Primera Infancia Valdenegro,SAAVEDRA
Inst. Nacional Superior del Profesorado Técnico,VILLA ORTUZAR
Esc. Primaria Común N° 13 Dr. Ignacio Lucas Albarracín,SAAVEDRA
Esc. Primaria Común N° 14 Dr. Vicente Carmelo Gallo,SAAVEDRA
Jardín de Infantes Nucleado C (EPCjc 14/15°),SAAVEDRA
Esc. Primaria Común N° 15 Manuel Antonio Acevedo,COGHLAN
Esc. Primaria p/Adultos N° 16 Ejército de Los Andes,VILLA URQUIZA
Esc. Primaria Común N° 16 Ejército de Los Andes,VILLA URQUIZA
Jardín Maternal N° 06/13,MATADEROS
Esc. Primaria Común N° 17 Gauchos de Güemes,VILLA URQUIZA
Jardín de Infantes Nucleado A (EPCjs 17/15°),VILLA URQUIZA
Esc. Primaria Común N° 18 Juan B. Terán,SAAVEDRA
Jardín de Infantes Nucleado C (EPCjs 18/15°),SAAVEDRA
Conservatorio Superior de Música Manuel de Falla - Anexo 2,PALERMO
Jardín de Infantes Común N° 01/15°,SAAVEDRA
Esc. Primaria Común N° 19 Naciones Unidas,SAAVEDRA
Centro de Actividades Infantiles y Juveniles Club Saavedra,SAAVEDRA
Esc. Primaria Común N° 24 Ejército Argentino,VILLA PUEYRREDON
Esc. Primaria Común N° 21 Lic. Justo José Nuñez,VILLA URQUIZA
Esc. Primaria Común N° 22 Felix de Azara,COGHLAN
Esc. Primaria Común N° 26 José Mármol,VILLA ORTUZAR
Esc. Primaria Común N° 27 Petronila Rodríguez,PARQUE CHAS
Bachillerato a Distancia Adultos 2000,VILLA ORTUZAR
Jardín de Infantes Nucleado A (EPCjs 07/01°),SAN NICOLAS
Colegio N° 16 Guillermo Rawson,VILLA URQUIZA
Esc. de Comercio N° 15 Dra. Cecilia Grierson,SAAVEDRA
Esc. de Comercio N° 28 Abraham Lincoln,SAAVEDRA
Esc. de Educacion Media N° 05/15°,SAAVEDRA
"Esc. para Niños, Niñas y Jóvenes con Pluridiscapacidad Motora N° 11 Dr. Aquiles Gareiso",VILLA URQUIZA
Jardín de Infantes Integral N° 04/15°,VILLA URQUIZA
Centro Educativo de Nivel Primario N° 49 - CeSAC N° 12 H° Pirovano,VILLA URQUIZA
CENOF Centro Correa,SAAVEDRA
"Centro de Alfabetización, Educación Básica y Trabajo N° 46",SAAVEDRA
Esc. Primaria p/Adultos N° 01 Dr. Delfín Gallo,VILLA DEVOTO
Jardín de Infantes Común N° 03/16° Mafalda,VILLA DEVOTO
Esc. Primaria Común N° 01 Dr. Delfín Gallo,VILLA DEVOTO
"Centro de Alfabetización, Educación Básica y Trabajo N° 69",RETIRO
Centro Educativo Complementario de Idiomas Extranjeros N° 16,VILLA DEVOTO
Esc. Primaria Común N° 02 República de Panamá,VILLA DEVOTO
Jardín de Infantes Nucleado B (EPCjc 02/16°) Juana Azurduy [Sede ],VILLA DEVOTO
Jardín de Infantes Integral N° 02/16° Aimé Paine,AGRONOMIA
ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Infantil N° 03,AGRONOMIA
Centro Educativo Complementario de Natación N° 04,AGRONOMIA
Esc. Primaria Común N° 04 Cnel. Mayor Ignacio Alvarez Thomas,AGRONOMIA
Jardín de Infantes Nucleado B (EPCjc 04/16°) Juana Azurduy,AGRONOMIA
Esc. Primaria p/Adultos N° 05 Gabriela Mistral,VILLA DEVOTO
Esc. Primaria Común N° 05 Gabriela Mistral,VILLA DEVOTO
Jardín de Infantes Nucleado D (EPCjc 18/16°),VILLA URQUIZA
Esc. Primaria Común N° 06 Luis Pasteur,VILLA URQUIZA
Jardín de Infantes Nucleado C (EPCjc 06/16°),VILLA URQUIZA
Esc. Primaria Común N° 07 Gral. Máximo de Zamudio,VILLA DEVOTO
Esc. Primaria Común N° 08 San Juan Bosco,VILLA DEVOTO
Jardín de Infantes Nucleado A (EPCjs 08/16°),VILLA DEVOTO
Esc. Primaria Común N° 09 Irlanda,VILLA URQUIZA
Jardín de Infantes Nucleado C (EPCjc 09/16°),VILLA URQUIZA
Esc. Primaria Común N° 11 Congreso de Tucumán,AGRONOMIA
Jardín de Infantes Nucleado B (EPCjc 11/16°) Juana Azurduy,AGRONOMIA
Inst. YMCA,SAN NICOLAS
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 24,AGRONOMIA
Esc. Primaria Común N° 12 Cardenal Pacelli,VILLA URQUIZA
Jardín de Infantes Nucleado D (EPCjs 12/16°),VILLA URQUIZA
Esc. Primaria Común N° 13 Hilarion María Moreno,VILLA PUEYRREDON
Jardín de Infantes Nucleado D (EPCjs 13/16°),VILLA PUEYRREDON
Jardín de Infantes Común N° 04/16° Dr. Florencio Escardo,VILLA URQUIZA
Esc. Primaria Común N° 14 Leopoldo Lugones,VILLA URQUIZA
Jardín de Infantes Nucleado A (EPCjs 15/16°) [Sede],VILLA DEVOTO
Esc. Primaria Común N° 15 República Bolivariana de Venezuela,VILLA DEVOTO
Centro Educativo de Nivel Secundario N° 87,VILLA DEVOTO
Esc. Primaria Común N° 16 Ricardo Rojas,VILLA DEVOTO
Jardín de Infantes Nucleado B (EPCjc 16/16°) Juana Azurduy,VILLA DEVOTO
Esc. Primaria Común N° 17 Gregoria Matorras y del Ser de San Martin,VILLA PUEYRREDON
Jardín de Infantes Nucleado C (EPCjs 17/16°) [Sede],VILLA PUEYRREDON
Centro Educativo de Nivel Secundario N° 83,VILLA URQUIZA
Esc. Primaria Común N° 18 Helena Larroque de Roffo,VILLA URQUIZA
Esc. Primaria Común N° 19 Dr. Teodoro Sánchez de Bustamante,VILLA PUEYRREDON
Jardín de Infantes Nucleado D (EPCjs 22/16°) [Sede],VILLA PUEYRREDON
Esc. Primaria Común N° 22 República de Nicaragua,VILLA PUEYRREDON
Esc. Primaria Común N° 23 Belisario Roldan,VILLA PUEYRREDON
Jardín de Infantes Nucleado A (EPCjc 23/16°),VILLA PUEYRREDON
Jardín de Infantes Nucleado A (EPCjs 24/16°),VILLA PUEYRREDON
Jardín de Infantes Integral N° 01/16° Prof. Luis Sixto Clara,VILLA PUEYRREDON
Esc. de Educacion Media N° 01/16° Rodolfo Walsh,VILLA PUEYRREDON
"Esc. para Niños, Niñas, Jóvenes y Adultos con Discapacidad Mental y Formación Integral N° 21 Rosario Vera Peñaloza",VILLA PUEYRREDON
Centro Educativo de Nivel Secundario N° 66 Veteranos de Guerra de Malvinas,VILLA DEVOTO
"Esc. Bilingüe para Niños, Niñas, Jóvenes y Adultos con Discapacidad Auditiva y Formación Integral N° 28  B. Ayrolo",VILLA DEVOTO
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 15,VILLA DEVOTO
Esc. Integral Interdisciplinaria N° 16 Gral. Ing. Mosconi,VILLA PUEYRREDON
Esc. de Educacion Media N° 02/16°,VILLA PUEYRREDON
Esc. de Música N° 03,VILLA DEL PARQUE
Esc. Primaria Común N° 01 Dr. Antonio Dellepiane,VILLA DEL PARQUE
Jardín de Infantes Nucleado A (EPCjc 01/17°) Alicia Moreau de Justo,VILLA DEL PARQUE
Colegio N° 02 Domingo Faustino Sarmiento,RETIRO
Esc. Primaria Común N° 02 Prof. Juan José Millan,VILLA DEL PARQUE
Jardín de Infantes Nucleado E (EPCjs 02/17°) Juana Manso,VILLA DEL PARQUE
Esc. Primaria Común N° 03 Policía Federal Argentina,VILLA DEL PARQUE
Jardín de Infantes Nucleado A (EPCjc 03/17°) Alicia Moreau de Justo,VILLA DEL PARQUE
Esc. Primaria p/Adultos N° 04 Rafael Ruiz de los Llanos,VILLA DEVOTO
Esc. Primaria Común N° 04 Rafael Ruiz de los Llanos,VILLA DEVOTO
Jardín de Infantes Común N° 04/18°,MONTE CASTRO
Jardín de Infantes Nucleado D (EPCjc 04/17°) Victoria Ocampo [Sede],VILLA DEVOTO
Esc. Primaria Común N° 05 Cap. Juan de San Martín y Gómez,VILLA DEL PARQUE
Jardín de Infantes Nucleado E (EPCjc 05/17°) Juana Manso,VILLA DEL PARQUE
Esc. Primaria Común N° 06 Estado de Israel,VILLA DEVOTO
Esc. Primaria p/Adultos N° 07 República de México,VILLA SANTA RITA
Esc. Primaria Común N° 07 República de México,VILLA SANTA RITA
Jardín de Infantes Nucleado A (EPCjc 07/17°) Alicia Moreau de Justo,VILLA SANTA RITA
Esc. Primaria Común N° 08 Alte. Manuel Blanco Encalada,VILLA DEL PARQUE
Jardín de Infantes Nucleado E (EPCjs 08/17° Juana Manso),VILLA DEL PARQUE
Esc. Primaria Común N° 09 Benito Juarez,VILLA DEVOTO
Jardín de Infantes Nucleado D (EPCjs 09/17°) Victoria Ocampo,VILLA DEVOTO
Jardín de Infantes Nucleado A (EPCjs 10/17°) Alicia Moreau de Justo) [Sede],VILLA DEL PARQUE
Esc. Primaria Común N° 10 Jose Ernesto Galloni,VILLA DEL PARQUE
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 18,VILLA DEL PARQUE
Centro Educativo de Nivel Secundario N° 07,VILLA REAL
Jardín de Infantes Común N° 01/17° Pablo Neruda,VILLA REAL
Esc. Primaria Común N° 14 Simón Bolívar,VILLA REAL
Jardín de Infantes Común N° 02/17° Antonio Berni,VILLA DEVOTO
Esc. Primaria Común N° 15 Antonio Devoto,VILLA DEVOTO
Esc. Primaria p/Adultos N° 16 Rdo. Padre Agustín P. Nores,VILLA DEVOTO
Jardín de Infantes Común N° 06/17°,VILLA DEVOTO
Esc. Primaria Común N° 16 Rdo. Padre Agustín P. Nores,VILLA DEVOTO
Esc. Primaria Común N° 17 Rodolfo Rivarola,VILLA DEL PARQUE
Jardín de Infantes Nucleado E (EPCjc 17/17°) Juana Manso [Sede],VILLA DEL PARQUE
Esc. Primaria Común N° 18 Provincia de Tierra del Fuego,VILLA SANTA RITA
Jardín de Infantes Nucleado A (EPCjs 18/17°) Alicia Moreau de Justo,VILLA SANTA RITA
Esc. Primaria Común N° 19 Bartolina Sisa,VILLA DEVOTO
Jardín de Infantes Integral N° 03/17° El Jardín del Boulevard,VILLA DEVOTO
Esc. Primaria Común N° 20 Pedro Medrano,VILLA DEVOTO
Esc. Primaria Común N° 21 Rompehielos Gral. San Martin,VILLA DEL PARQUE
Jardín de Infantes Nucleado A (EPCjs 21/17°) Alicia Moreau de Justo,VILLA DEL PARQUE
Esc. Primaria Común N° 22 Prof. Pedro Luis Comi,VILLA DEVOTO
Jardín de Infantes Nucleado D (EPCjs 22/17°) Victoria Ocampo,VILLA DEVOTO
Centro Educativo Complementario de Idiomas Extranjeros N° 17,VILLA DEVOTO
Esc. Primaria Común N° 23 Abel Ayerza,VILLA DEVOTO
Esc. Primaria Común N° 24 Presidente Dr. Roberto Mario Ortiz,MONTE CASTRO
